dataset,paper_id,agent,issue_code,json_path,content_path,message,evidence_preview
qwen3_8b_direct,paper1013,target_material,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1013/target_material.json,Data/paper1013/content.txt,Evidence does not appear in the source text after normalization.,"Cobalt oxide (CoOx) thin films were deposited on thermally grown SiO2 substrates by atomic layer deposition (ALD) using bis(1,4-di-iso-propyl-1,4-diazabutadiene)cobalt and oxygen as reactants."
qwen3_8b_direct,paper1013,precursor_coreactant,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1013/precursor_coreactant.json,Data/paper1013/content.txt,Evidence does not appear in the source text after normalization.,"Cobalt oxide (CoOx) thin films were deposited on thermally grown SiO2 substrates by atomic layer deposition (ALD) using bis(1,4-di-iso-propyl-1,4-diazabutadiene)cobalt and oxygen as reactants. O2 gas diluted with N2 carrier gas was provided"
qwen3_8b_direct,paper1013,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1013/deposition_conditions.json,Data/paper1013/content.txt,Evidence does not appear in the source text after normalization.,"The deposition temperature was varied from 125 to 300 °C, and the chamber pressure was fixed at approximately 0.5 Torr. The basic pulsing conditions were set as follows: precursor pulsing for 10 s, reactant pulsing for 10 s, and purging for"
qwen3_8b_direct,paper1013,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1013/reaction_conditions.json,Data/paper1013/content.txt,Evidence does not appear in the source text after normalization.,"The phase of the ALD-grown CoOx thin films was controlled by varying the deposition temperature and pulsing conditions. The reaction mechanism involved the interaction of the cobalt precursor with oxygen or water vapor, leading to the forma"
qwen3_8b_direct,paper1013,film_properties,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1013/film_properties.json,Data/paper1013/content.txt,Evidence does not appear in the source text after normalization.,The single-phase Co3O4 film was stoichiometric crystalline (spinel structure) with negligible N and C impurities.
qwen3_8b_direct,paper1013,characterization,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1013/characterization.json,Data/paper1013/content.txt,Evidence does not appear in the source text after normalization.,The properties of the CoOx thin films were analyzed using various analytical techniques. The thicknesses of the CoOx films were determined by X-ray reflectance (XRR) and cross-sectional view scanning electron microscopy (XSEM). For phase id
qwen3_8b_direct,paper1014,precursor_coreactant,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1014/precursor_coreactant.json,Data/paper1014/content.txt,Evidence does not appear in the source text after normalization.,"The a-C:H thin films were grown at low temperatures in the range of 150 –350 °C using CBr4 as the precursor and hydrogen plasma as the reactant. The CBr4 precursor (99%, Sigma-Aldrich) was vaporized at room temperature. The flow rates of Ar"
qwen3_8b_direct,paper1014,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1014/deposition_conditions.json,Data/paper1014/content.txt,Evidence does not appear in the source text after normalization.,"The a-C:H thin films were grown at low temperatures in the range of 150 –350 °C using CBr4 as the precursor and hydrogen plasma as the reactant. The CBr4 precursor (99%, Sigma-Aldrich) was vaporized at room temperature. The supply line must"
qwen3_8b_direct,paper1014,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1014/reaction_conditions.json,Data/paper1014/content.txt,Evidence does not appear in the source text after normalization.,"The surface reaction of CBr4 precursor molecules on the active sites of a hydroxylated SiO2 surface may occur as indicated below: CBr4 + OH → CBr3 + HBr. The generated HBr byproduct can be removed by the inert gas, and the surface chemical "
qwen3_8b_direct,paper1014,film_properties,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1014/film_properties.json,Data/paper1014/content.txt,Evidence does not appear in the source text after normalization.,The thickness of the a-C:H film was measured by spectroscopic ellipsometry and field-emission scanning electron microscopy (FE-SEM). The nanoscale surface profile of the a-C:H films were observed by an atomic force microscopy (AFM). The thi
qwen3_8b_direct,paper1014,characterization,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1014/characterization.json,Data/paper1014/content.txt,Evidence does not appear in the source text after normalization.,"Raman spectroscopy, secondary ion mass spectrometry, X-ray photoelectron spectroscopy and Fourier transform infrared measurements showed that the a-C:H films consist of hydrogenated nanocrystalline sp3 diamond, disordered sp3 carbon and sp2"
qwen3_8b_direct,paper1015,summary,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1015/summary.json,Data/paper1015/content.txt,Evidence does not appear in the source text after normalization.,"The paper discusses the deposition of AlN using PE-ALD and T-ALD, the role of H2 flow rate in preferred orientation, and the comparison of impurity levels and crystallinity between the two methods. It also mentions the infiltration of porou"
qwen3_8b_direct,paper1015,target_material,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1015/target_material.json,Data/paper1015/content.txt,Evidence does not appear in the source text after normalization.,The paper discusses the deposition of aluminum nitride (AlN) thin films using PE-ALD and T-ALD.
qwen3_8b_direct,paper1015,precursor_coreactant,paraphrased_evidence,benchmarking/qwen3_8b_direct_outputs/paper1015/precursor_coreactant.json,Data/paper1015/content.txt,Evidence appears to be an LLM-generated paraphrase rather than a verbatim excerpt.,"The paper mentions the use of TMA and NH3 as precursors, and N2 as a purge and carrier gas."
qwen3_8b_direct,paper1015,deposition_conditions,paraphrased_evidence,benchmarking/qwen3_8b_direct_outputs/paper1015/deposition_conditions.json,Data/paper1015/content.txt,Evidence appears to be an LLM-generated paraphrase rather than a verbatim excerpt.,"The paper describes the use of TMA and NH3 with N2 as purge and carrier gas, and the reactor type as ALD R200 Advanced Picosun System with ICP source."
qwen3_8b_direct,paper1015,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1015/reaction_conditions.json,Data/paper1015/content.txt,Evidence does not appear in the source text after normalization.,"The paper discusses the surface reactions between TMA and NH3, and the role of H2 plasma in facilitating the reaction."
qwen3_8b_direct,paper1015,substrate_info,paraphrased_evidence,benchmarking/qwen3_8b_direct_outputs/paper1015/substrate_info.json,Data/paper1015/content.txt,Evidence appears to be an LLM-generated paraphrase rather than a verbatim excerpt.,"The paper mentions the use of Si and SiC substrates, and the pretreatment involved ultrasonic cleaning."
qwen3_8b_direct,paper1015,film_properties,paraphrased_evidence,benchmarking/qwen3_8b_direct_outputs/paper1015/film_properties.json,Data/paper1015/content.txt,Evidence appears to be an LLM-generated paraphrase rather than a verbatim excerpt.,"The paper reports film thickness, density, refractive index, surface roughness, and crystal phase of AlN films."
qwen3_8b_direct,paper1015,characterization,paraphrased_evidence,benchmarking/qwen3_8b_direct_outputs/paper1015/characterization.json,Data/paper1015/content.txt,Evidence appears to be an LLM-generated paraphrase rather than a verbatim excerpt.,"The paper describes the use of various characterization techniques including XRD, SEM, AFM, XPS, ellipsometry, HRTEM, XRR, and four-point probe measurements."
qwen3_8b_direct,paper1016,summary,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/summary.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1016,target_material,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/target_material.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1016,precursor_coreactant,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/precursor_coreactant.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1016,deposition_conditions,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/deposition_conditions.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1016,reaction_conditions,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/reaction_conditions.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1016,substrate_info,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/substrate_info.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1016,film_properties,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/film_properties.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1016,characterization,missing_json_file,benchmarking/qwen3_8b_direct_outputs/paper1016/characterization.json,Data/paper1016/content.txt,Expected extraction file is missing.,
qwen3_8b_direct,paper1017,summary,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/summary.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,"Ethylferrocene, a novel precursor for ALD of iron oxide, was investigated using an oxygen plasma co-reactant. Iron oxide deposition showed a saturating growth rate of 0.1 Å/cycle in the temperature range of 150-250°C. The iron oxide coating"
qwen3_8b_direct,paper1017,target_material,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/target_material.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,Iron oxide coating was deposited on a porous gas diffusion layer (GDL) for use as an air electrode in a zinc-air battery. X-ray microanalysis confirmed deep penetration of the iron oxide into the porosity of the GDL.
qwen3_8b_direct,paper1017,precursor_coreactant,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/precursor_coreactant.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,"Ethylferrocene, a novel precursor for ALD of iron oxide, was investigated using an oxygen plasma co-reactant."
qwen3_8b_direct,paper1017,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/deposition_conditions.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,"Deposition was carried out at 150°C, with a pressure of ~1 Torr. The ALD timing scheme used was 3/20/15/5, with precursor pulse time of 3 s, coreactant pulse time of 15 s, and purge time of 20 s."
qwen3_8b_direct,paper1017,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/reaction_conditions.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,"The ALD process involves self-saturating reactions between gaseous species and a substrate surface. During ALD, a precursor molecule chemically adsorbs onto a surface by forming chemical bonds with the substrate species. A fixed number of s"
qwen3_8b_direct,paper1017,substrate_info,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/substrate_info.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,The iron oxide film was deposited on a carbon gas diffusion layer (GDL) as a potential catalyst for the OER reaction. A manganese oxide sublayer was added to the ALD process to protect the carbon-based substrate from the highly oxidizing ox
qwen3_8b_direct,paper1017,film_properties,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/film_properties.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,A uniform ~10 nm thick iron oxide coating encased the GDL particles. Transmission electron microscopy revealed a uniform ~10 nm thick iron oxide coating. X-ray photoelectron spectroscopy identified the iron oxide film as α-Fe2O3.
qwen3_8b_direct,paper1017,characterization,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1017/characterization.json,Data/paper1017/content.txt,Evidence does not appear in the source text after normalization.,X-ray microanalysis confirmed deep penetration of the iron oxide into the porosity of the GDL. Transmission electron microscopy revealed a uniform ~10 nm thick iron oxide coating. X-ray photoelectron spectroscopy identified the iron oxide f
qwen3_8b_direct,paper1020,summary,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1020/summary.json,Data/paper1020/content.txt,Evidence does not appear in the source text after normalization.,"AZO films with a thickness of 100 nm were deposited at various Al atomic ratios ranging from 0 to 5% at a deposition temperature (250 ◦C). The optimum electrical properties: the carrier mobility, the resistivity, and the sheet resistance fo"
qwen3_8b_direct,paper1020,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1020/deposition_conditions.json,Data/paper1020/content.txt,Evidence does not appear in the source text after normalization.,"The AZO films were deposited at a deposition temperature of 250 ◦C under a 50 mTorr base pressure. The pulse times per cycle of the DEZ, TMA and H2O were 0.5, 0.2, and 0.5 s/cycle, and the N2 purge time was 6 s/cycle, respectively. The AZO "
qwen3_8b_direct,paper1020,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1020/reaction_conditions.json,Data/paper1020/content.txt,Evidence does not appear in the source text after normalization.,"Diethyl zinc ((C2H5)2Zn, DEZ) and deionized water (H2O) were used as the precursor reactants to deposit the ZnO film. Tri-methyl aluminum (Al(CH3)3, TMA) and H2O were used as the precursor reactants to deposit the Al2O3 film."
qwen3_8b_direct,paper1020,substrate_info,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1020/substrate_info.json,Data/paper1020/content.txt,Evidence does not appear in the source text after normalization.,"The AZO films were deposited onto a glass substrate. The prepared AZO films used for the anode of the OLED devices were cleaned using acetone, methanol, H2O, and isopropyl alcohol."
qwen3_8b_direct,paper1020,film_properties,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1020/film_properties.json,Data/paper1020/content.txt,Evidence does not appear in the source text after normalization.,"The AZO films were deposited with a thickness of 100 nm. The XRD patterns showed the main crystalline peaks of the pure ZnO film had (1 0 0), (0 0 2), (1 0 1), and (1 1 0) directions. The crystalline direction of all the AZO films was domin"
qwen3_8b_direct,paper1020,characterization,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1020/characterization.json,Data/paper1020/content.txt,Evidence does not appear in the source text after normalization.,"The electrical properties of the AZO film at the various Al atomic ratios were measured using a Hall-effect measurement system. The optical property, such as the transmittance of the AZO films, was analyzed using an UV-vis-NIR spectrometer."
qwen3_8b_direct,paper1022,summary,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/summary.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,"Aluminum nitride (AlN) thin films were deposited by atomic layer deposition from aluminum chloride (AlCl3) and an ammonia-hydrogen plasma. The growth rate was saturated at ;0.042 nm ycycle, and the thickness was proportional to the number o"
qwen3_8b_direct,paper1022,target_material,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/target_material.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,Aluminum nitride (AlN) thin films were deposited by atomic layer deposition from aluminum chloride (AlCl3) and an ammonia-hydrogen plasma.
qwen3_8b_direct,paper1022,precursor_coreactant,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/precursor_coreactant.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,"Aluminum nitride (AlN) thin films were deposited by atomic layer deposition from aluminum chloride (AlCl3) and an ammonia-hydrogen plasma. One cycle for depositing AlN consisted of an AlCl3 pulse (carried by N2 70 sccm, 1–10 s ), a purge wi"
qwen3_8b_direct,paper1022,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/deposition_conditions.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,"Deposition pressure 3 Torr. One cycle for depositing AlN consisted of an AlCl3 pulse (carried by N2 70 sccm, 1–10 s ), a purge with Ar-H2 (100y200 sccm, 15 s ), an exposure to the NH3-H2 plasma (50y100y200 sccm, 3–30 s ), and a final purge "
qwen3_8b_direct,paper1022,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/reaction_conditions.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,"The most important role of the ammonia-hydrogen plasma was to act as a reducing agent to extract Cl from AlCl3, and to form AlN subsequently. The growth rate was saturated at ;0.042 nm ycycle, and the thickness was proportional to the numbe"
qwen3_8b_direct,paper1022,substrate_info,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/substrate_info.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,AlN films were deposited on p-type Si (100) substrates. Si wafers were cleaned by dipping in H2SO4 solution (H2SO4: H2O s 4:1) for 15 min and then in dilute HF solution (HF:H2O s 1:50) for 2 min to eliminate organic and native oxides.
qwen3_8b_direct,paper1022,film_properties,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/film_properties.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,"The rms thickness of this film was determined to be 0.25 nm. The AlN thickness increased linearly with the number of cycles, suggesting that the film thickness can be digitally controlled."
qwen3_8b_direct,paper1022,characterization,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1022/characterization.json,Data/paper1022/content.txt,Evidence does not appear in the source text after normalization.,"The film properties were analyzed using Auger electron spectroscopy, X-ray photoelectron spectroscopy, Rutherford backscattering spectroscopy and time-of-flight elastic recoil detection analysis. Surface topography was analyzed by atomic fo"
qwen3_8b_direct,paper1023,summary,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/summary.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,ZrO2 and HfO2 films were deposited on p-Si (100) substrates by atomic layer deposition (ALD) using ZrCl4 and HfCl4 as precursors and H2O as the oxygen source. The films were annealed at 900 8C.
qwen3_8b_direct,paper1023,target_material,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/target_material.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,The study focuses on HfO2 and ZrO2 films deposited on Si (100) substrates using ALD.
qwen3_8b_direct,paper1023,precursor_coreactant,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/precursor_coreactant.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,"ZrO2 and HfO2 films were deposited on p-Si (100) substrates by atomic layer deposition (ALD) using ZrCl4 and HfCl4 as sources of Zr and Hf, respectively, and H2O as the oxygen source."
qwen3_8b_direct,paper1023,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/deposition_conditions.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,"ZrO2 and HfO2 films were deposited on p-Si (100) substrates by atomic layer deposition (ALD) using ZrCl4 and HfCl4 as sources of Zr and Hf, respectively, and H2O as the oxygen source."
qwen3_8b_direct,paper1023,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/reaction_conditions.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,"The study discusses the formation of interfacial layers during ALD and their evolution upon annealing, including the role of chlorine and the resulting density changes."
qwen3_8b_direct,paper1023,substrate_info,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/substrate_info.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,"The films were deposited on p-Si (100) substrates, and some samples were annealed in an RTP furnace at 900 8C."
qwen3_8b_direct,paper1023,film_properties,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/film_properties.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,"The film thickness was 10 nm, and the density of HfO2 was found to be 9.17 g/cm3. Surface roughness was measured using XRR and SE."
qwen3_8b_direct,paper1023,characterization,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1023/characterization.json,Data/paper1023/content.txt,Evidence does not appear in the source text after normalization.,"XRR and SE were used to characterize the interfacial layers, while ToF-SIMS provided depth profiles of the films."
qwen3_8b_direct,paper1025,summary,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/summary.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,"Thin films of CaCO3 (calcite) have been grown with the atomic layer chemical vapour deposition (ALCVD) technique, using Ca(thd), CO2, and ozone as precursors. The observed textures were: in-plane oriented films with w100x(001)CaCO3 ≤ w100x("
qwen3_8b_direct,paper1025,target_material,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/target_material.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,"Thin films of CaCO3 (calcite) have been grown with the atomic layer chemical vapour deposition (ALCVD) technique, using Ca(thd), CO2, and ozone as precursors."
qwen3_8b_direct,paper1025,precursor_coreactant,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/precursor_coreactant.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,"Thin films of CaCO3 (calcite) have been grown with the atomic layer chemical vapour deposition (ALCVD) technique, using Ca(thd), CO2, and ozone as precursors. The applied sublimation temperature for Ca(thd) was 195 8C. The reactor pressure "
qwen3_8b_direct,paper1025,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/deposition_conditions.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,The growth rate of CaCO3 at 200 8C was first investigated without introduction of additional CO2 in order to ascertain that ALCVD-type growth really takes place. Such growth can in the present case be achieved with a 1.0 s pulse of Ca(thd) 
qwen3_8b_direct,paper1025,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/reaction_conditions.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,"The growth of CaCO3 is achieved through a self-limiting surface reaction mechanism, where each precursor is sequentially pulsed into the reaction chamber with a purge of an inert gas between the different precursor doses. The surface reacti"
qwen3_8b_direct,paper1025,substrate_info,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/substrate_info.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,"Calcium carbonate films were deposited on soda-lime glass, Si(100), a-Al2O3 (001), a-Al2O3 (012), a-SiO2 (001), and MgO (100) substrates."
qwen3_8b_direct,paper1025,film_properties,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/film_properties.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,"As-deposited films with thicknesses of only approximately 45 nm on soda-lime glass and Si(100) substrates showed no sign of periodic crystal structure by XRD analyses, regardless of the deposition temperature. The films were found to be ins"
qwen3_8b_direct,paper1025,characterization,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1025/characterization.json,Data/paper1025/content.txt,Evidence does not appear in the source text after normalization.,The films were examined both as deposited and calcined with a Siemens D5000 diffractometer equipped with a Gobel mirror to obtain parallel Cu Kα radiation. This set-up was used both for thickness measurements with X-ray profilometry and con
qwen3_8b_direct,paper1026,summary,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1026/summary.json,Data/paper1026/content.txt,Evidence does not appear in the source text after normalization.,"Films of copper metal have been grown on two different oxide substrate materials by atomic layer deposition. The film depositions were carried out in the temperature range 375–475 8C. Copper (I) chloride, water and hydrogen were used as pre"
qwen3_8b_direct,paper1026,precursor_coreactant,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1026/precursor_coreactant.json,Data/paper1026/content.txt,Evidence does not appear in the source text after normalization.,"Films of copper metal have been deposited by atomic layer deposition (ALD) using copper (I) chloride (99.999% Cu, Strem Chemicals ), water (de-ionised) and hydrogen (99.9999%, Air Liquid ) as precursors. Argon (99.9999%, Air Liquid ) was us"
qwen3_8b_direct,paper1026,deposition_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1026/deposition_conditions.json,Data/paper1026/content.txt,Evidence does not appear in the source text after normalization.,"The deposition experiments were performed at temperatures ranging from 375–475 8C, and at a total system pressure of 8 Torr. Typically used pulse durations within the ALD-cycles in this study were 4 s for CuCl, 4 s for water, and 8 s for hy"
qwen3_8b_direct,paper1026,reaction_conditions,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1026/reaction_conditions.json,Data/paper1026/content.txt,Evidence does not appear in the source text after normalization.,"The formation of copper in the water-based process is thought to include two major steps during the growth reaction. Firstly, a reaction between the CuCl and water precursors to form an oxide layer on the substrate surface occurs. Secondly,"
qwen3_8b_direct,paper1026,substrate_info,evidence_not_found,benchmarking/qwen3_8b_direct_outputs/paper1026/substrate_info.json,Data/paper1026/content.txt,Evidence does not appear in the source text after normalization.,"Substrates were fused silica (SiO ) and single crystalline (001) oriented a-Al O . Some film depositions were also performed on two other a-Al O orientations, namely (110) and (102). The substrates were pre-treated in an ultra-sonic bath, r"
