dataset,paper_id,content_path,non_empty_extractions,non_empty_extractions_evaluable,grounded_extractions,sentence_grounded_count,paraphrased_evidence,missing_evidence,empty_evidence,evidence_not_found,non_empty_extractions_without_source_text
qwen3_8b_direct,paper1151,Data/paper1151/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper1163,Data/paper1163/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper1178,Data/paper1178/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper118,Data/paper118/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper1191,Data/paper1191/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper1192,Data/paper1192/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1195,Data/paper1195/content.txt,8,8,1,2,3,0,0,4,0
qwen3_8b_direct,paper1210,Data/paper1210/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper1220,Data/paper1220/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper123,Data/paper123/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper1240,Data/paper1240/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1243,Data/paper1243/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1246,Data/paper1246/content.txt,8,8,0,0,8,0,0,0,0
qwen3_8b_direct,paper1257,Data/paper1257/content.txt,8,8,0,0,4,0,0,4,0
qwen3_8b_direct,paper1286,Data/paper1286/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1299,Data/paper1299/content.txt,8,8,1,1,0,0,0,7,0
qwen3_8b_direct,paper13,Data/paper13/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1300,Data/paper1300/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper131,Data/paper131/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper1323,Data/paper1323/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper1325,Data/paper1325/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper1326,Data/paper1326/content.txt,8,8,0,0,2,0,0,6,0
qwen3_8b_direct,paper1327,Data/paper1327/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper1328,Data/paper1328/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1338,Data/paper1338/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1340,Data/paper1340/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1347,Data/paper1347/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper1353,Data/paper1353/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1354,Data/paper1354/content.txt,8,8,0,0,5,0,0,3,0
qwen3_8b_direct,paper1358,Data/paper1358/content.txt,8,8,0,0,2,0,0,6,0
qwen3_8b_direct,paper1359,Data/paper1359/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper1371,Data/paper1371/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper14,Data/paper14/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper140,Data/paper140/content.txt,8,8,0,0,3,0,0,5,0
qwen3_8b_direct,paper1401,Data/paper1401/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1408,Data/paper1408/content.txt,8,8,1,1,0,0,0,7,0
qwen3_8b_direct,paper1414,Data/paper1414/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper1429,Data/paper1429/content.txt,8,8,0,4,0,0,0,8,0
qwen3_8b_direct,paper1448,Data/paper1448/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper1451,Data/paper1451/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper1452,Data/paper1452/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper1467,Data/paper1467/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper1472,Data/paper1472/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper1474,Data/paper1474/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper1475,Data/paper1475/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper1476,Data/paper1476/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper148,Data/paper148/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper1503,Data/paper1503/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper1506,Data/paper1506/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper1507,Data/paper1507/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper1509,Data/paper1509/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper151,Data/paper151/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper1519,Data/paper1519/content.txt,7,7,1,2,0,0,0,6,0
qwen3_8b_direct,paper1528,Data/paper1528/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper1534,Data/paper1534/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper1537,Data/paper1537/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper1538,Data/paper1538/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper1552,Data/paper1552/content.txt,8,8,4,1,0,0,0,4,0
qwen3_8b_direct,paper1556,Data/paper1556/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper1564,Data/paper1564/content.txt,7,7,2,3,0,0,0,5,0
qwen3_8b_direct,paper1572,Data/paper1572/content.txt,8,8,0,0,1,0,0,7,0
qwen3_8b_direct,paper158,Data/paper158/content.txt,8,8,5,1,0,0,0,3,0
qwen3_8b_direct,paper1584,Data/paper1584/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper1595,Data/paper1595/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1632,Data/paper1632/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1638,Data/paper1638/content.txt,8,8,0,0,4,0,0,4,0
qwen3_8b_direct,paper1652,Data/paper1652/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1653,Data/paper1653/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1654,Data/paper1654/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper1655,Data/paper1655/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper1658,Data/paper1658/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper1659,Data/paper1659/content.txt,6,6,1,0,0,0,0,5,0
qwen3_8b_direct,paper1661,Data/paper1661/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper1685,Data/paper1685/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper1703,Data/paper1703/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper1726,Data/paper1726/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper1742,Data/paper1742/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper1746,Data/paper1746/content.txt,8,8,2,1,2,0,0,4,0
qwen3_8b_direct,paper1748,Data/paper1748/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper175,Data/paper175/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper1750,Data/paper1750/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper1754,Data/paper1754/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper1758,Data/paper1758/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper176,Data/paper176/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper1760,Data/paper1760/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper1764,Data/paper1764/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper1768,Data/paper1768/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper1776,Data/paper1776/content.txt,8,8,0,0,6,0,0,2,0
qwen3_8b_direct,paper1783,Data/paper1783/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper1794,Data/paper1794/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper1812,Data/paper1812/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper182,Data/paper182/content.txt,8,8,0,6,0,0,0,8,0
qwen3_8b_direct,paper1832,Data/paper1832/content.txt,7,7,0,0,0,0,0,7,0
qwen3_8b_direct,paper1833,Data/paper1833/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper1844,Data/paper1844/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1845,Data/paper1845/content.txt,8,8,1,1,0,0,0,7,0
qwen3_8b_direct,paper1848,Data/paper1848/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper1850,Data/paper1850/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper1862,Data/paper1862/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper1869,Data/paper1869/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper1878,Data/paper1878/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper1890,Data/paper1890/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper1892,Data/paper1892/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper1904,Data/paper1904/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper1905,Data/paper1905/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper1907,Data/paper1907/content.txt,8,8,5,1,0,0,0,3,0
qwen3_8b_direct,paper1911,Data/paper1911/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper1914,Data/paper1914/content.txt,8,8,6,1,0,0,0,2,0
qwen3_8b_direct,paper1926,Data/paper1926/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper1931,Data/paper1931/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper1941,Data/paper1941/content.txt,8,8,1,0,0,0,0,7,0
qwen3_8b_direct,paper1942,Data/paper1942/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper1950,Data/paper1950/content.txt,7,7,0,0,0,0,0,7,0
qwen3_8b_direct,paper1981,Data/paper1981/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper1985,Data/paper1985/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper1988,Data/paper1988/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper1990,Data/paper1990/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper1997,Data/paper1997/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2,Data/paper2/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2010,Data/paper2010/content.txt,6,6,0,3,0,0,0,6,0
qwen3_8b_direct,paper2021,Data/paper2021/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper2030,Data/paper2030/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper2032,Data/paper2032/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper2034,Data/paper2034/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2035,Data/paper2035/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper2036,Data/paper2036/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper2038,Data/paper2038/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2048,Data/paper2048/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper2052,Data/paper2052/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2054,Data/paper2054/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2061,Data/paper2061/content.txt,7,7,2,2,0,0,0,5,0
qwen3_8b_direct,paper207,Data/paper207/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper2082,Data/paper2082/content.txt,8,8,0,4,0,0,0,8,0
qwen3_8b_direct,paper2088,Data/paper2088/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper2096,Data/paper2096/content.txt,8,8,2,2,0,0,0,6,0
qwen3_8b_direct,paper2097,Data/paper2097/content.txt,8,8,1,1,0,0,0,7,0
qwen3_8b_direct,paper2106,Data/paper2106/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper2114,Data/paper2114/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper2122,Data/paper2122/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2124,Data/paper2124/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper2136,Data/paper2136/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2139,Data/paper2139/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper214,Data/paper214/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper2141,Data/paper2141/content.txt,8,8,0,4,0,0,0,8,0
qwen3_8b_direct,paper2150,Data/paper2150/content.txt,8,8,1,0,0,0,0,7,0
qwen3_8b_direct,paper2151,Data/paper2151/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper2152,Data/paper2152/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper2157,Data/paper2157/content.txt,8,8,3,1,0,0,0,5,0
qwen3_8b_direct,paper216,Data/paper216/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper2169,Data/paper2169/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2172,Data/paper2172/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2174,Data/paper2174/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper2175,Data/paper2175/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2189,Data/paper2189/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper2195,Data/paper2195/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2196,Data/paper2196/content.txt,7,7,0,1,0,0,0,7,0
qwen3_8b_direct,paper2205,Data/paper2205/content.txt,8,8,2,0,0,0,0,6,0
qwen3_8b_direct,paper2220,Data/paper2220/content.txt,8,8,1,0,0,0,0,7,0
qwen3_8b_direct,paper2225,Data/paper2225/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2229,Data/paper2229/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper2230,Data/paper2230/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2231,Data/paper2231/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper2241,Data/paper2241/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2243,Data/paper2243/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper2255,Data/paper2255/content.txt,7,7,1,3,0,0,0,6,0
qwen3_8b_direct,paper2258,Data/paper2258/content.txt,8,8,6,1,0,0,0,2,0
qwen3_8b_direct,paper2265,Data/paper2265/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2273,Data/paper2273/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper2283,Data/paper2283/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper2284,Data/paper2284/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2290,Data/paper2290/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper2291,Data/paper2291/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper23,Data/paper23/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper230,Data/paper230/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper2305,Data/paper2305/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2312,Data/paper2312/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper2313,Data/paper2313/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper2316,Data/paper2316/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper2325,Data/paper2325/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper233,Data/paper233/content.txt,8,8,5,1,0,0,0,3,0
qwen3_8b_direct,paper2330,Data/paper2330/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper2338,Data/paper2338/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper234,Data/paper234/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2346,Data/paper2346/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper2348,Data/paper2348/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2349,Data/paper2349/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper2355,Data/paper2355/content.txt,8,8,3,1,0,0,0,5,0
qwen3_8b_direct,paper2367,Data/paper2367/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2371,Data/paper2371/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper2376,Data/paper2376/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper2378,Data/paper2378/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper2379,Data/paper2379/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper2384,Data/paper2384/content.txt,8,8,6,0,0,0,0,2,0
qwen3_8b_direct,paper2385,Data/paper2385/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper2386,Data/paper2386/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper2387,Data/paper2387/content.txt,2,2,0,0,0,0,0,2,0
qwen3_8b_direct,paper2388,Data/paper2388/content.txt,8,8,0,8,0,0,0,8,0
qwen3_8b_direct,paper2389,Data/paper2389/content.txt,4,4,0,0,0,0,0,4,0
qwen3_8b_direct,paper2391,Data/paper2391/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper2399,Data/paper2399/content.txt,8,8,7,1,0,0,0,1,0
qwen3_8b_direct,paper2409,Data/paper2409/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper242,Data/paper242/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper2424,Data/paper2424/content.txt,5,5,3,0,0,0,0,2,0
qwen3_8b_direct,paper2437,Data/paper2437/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper2443,Data/paper2443/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2446,Data/paper2446/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2448,Data/paper2448/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper245,Data/paper245/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper2451,Data/paper2451/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper2454,Data/paper2454/content.txt,8,8,0,0,6,0,0,2,0
qwen3_8b_direct,paper2455,Data/paper2455/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper2456,Data/paper2456/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2459,Data/paper2459/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper2462,Data/paper2462/content.txt,7,7,1,2,0,0,0,6,0
qwen3_8b_direct,paper2467,Data/paper2467/content.txt,8,8,0,0,1,0,0,7,0
qwen3_8b_direct,paper2473,Data/paper2473/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper248,Data/paper248/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper2486,Data/paper2486/content.txt,8,8,7,1,0,0,0,1,0
qwen3_8b_direct,paper2509,Data/paper2509/content.txt,8,8,6,1,0,0,0,2,0
qwen3_8b_direct,paper2511,Data/paper2511/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2520,Data/paper2520/content.txt,7,7,0,0,0,0,0,7,0
qwen3_8b_direct,paper2522,Data/paper2522/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2533,Data/paper2533/content.txt,7,7,0,0,0,0,0,7,0
qwen3_8b_direct,paper2542,Data/paper2542/content.txt,8,8,0,4,0,0,0,8,0
qwen3_8b_direct,paper2548,Data/paper2548/content.txt,7,7,1,6,0,0,0,6,0
qwen3_8b_direct,paper255,Data/paper255/content.txt,7,7,2,4,0,0,0,5,0
qwen3_8b_direct,paper2564,Data/paper2564/content.txt,8,8,6,0,0,0,0,2,0
qwen3_8b_direct,paper257,Data/paper257/content.txt,7,7,3,4,0,0,0,4,0
qwen3_8b_direct,paper2574,Data/paper2574/content.txt,8,8,3,3,0,0,0,5,0
qwen3_8b_direct,paper2576,Data/paper2576/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper2581,Data/paper2581/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper2586,Data/paper2586/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2592,Data/paper2592/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2593,Data/paper2593/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper2595,Data/paper2595/content.txt,8,8,2,2,0,0,0,6,0
qwen3_8b_direct,paper2596,Data/paper2596/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2611,Data/paper2611/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper2615,Data/paper2615/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2619,Data/paper2619/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper2624,Data/paper2624/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2626,Data/paper2626/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper2631,Data/paper2631/content.txt,8,8,1,7,0,0,0,7,0
qwen3_8b_direct,paper2640,Data/paper2640/content.txt,8,8,0,4,0,0,0,8,0
qwen3_8b_direct,paper2647,Data/paper2647/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper2657,Data/paper2657/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2661,Data/paper2661/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper2662,Data/paper2662/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper2664,Data/paper2664/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2677,Data/paper2677/content.txt,8,8,2,5,3,0,0,3,0
qwen3_8b_direct,paper2679,Data/paper2679/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper2695,Data/paper2695/content.txt,8,8,2,1,0,0,0,6,0
qwen3_8b_direct,paper27,Data/paper27/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2708,Data/paper2708/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper2709,Data/paper2709/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper2714,Data/paper2714/content.txt,8,8,2,2,0,0,0,6,0
qwen3_8b_direct,paper2715,Data/paper2715/content.txt,8,8,0,0,1,0,0,7,0
qwen3_8b_direct,paper2720,Data/paper2720/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper2728,Data/paper2728/content.txt,7,7,7,0,0,0,0,0,0
qwen3_8b_direct,paper2736,Data/paper2736/content.txt,7,7,1,0,0,0,0,6,0
qwen3_8b_direct,paper2739,Data/paper2739/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2746,Data/paper2746/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2748,Data/paper2748/content.txt,8,8,5,0,0,0,0,3,0
qwen3_8b_direct,paper2751,Data/paper2751/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper2752,Data/paper2752/content.txt,8,8,2,5,0,0,0,6,0
