paper_id,agent,path,value,evidence
paper100,summary,summary.temperature_range,290-650°C,In situ X-ray reflectivity and diffraction uncover the evolution of the film as a function of T (Figure 1).
paper100,summary,summary.summary,"The study investigates the growth of polycrystalline BiFeO3 thin films on SiO2/Si(001) and Pt(111) substrates by thermal ALD using ferrocene, triphenyl-bismuth, and ozone as precursors. The superlattice approach allows for efficient control of cation stoichiometry.",In situ X-ray reflectivity and diffraction uncover the evolution of the film as a function of T (Figure 1).
paper100,deposition_conditions,deposition_conditions.reactor_type,Showerhead,"The growth rate for the Bi2O3 sublayer was 0.4(1) /C138/cycle, as evaluated directly from superlattice thicknesses with constant Fe 2O3 and varying Bi 2O3 thickness (Figure S1 b)."
paper100,reaction_conditions,reaction_conditions.surface_mechanism_description,The formation of BiFeO3 from a binary oxide superlattice grown by atomic layer deposition involves cation diffusion and selective crystallization from the Bi2O3 layers.,The authors describe a complex formation mechanism involving cation diffusion and selective crystallization from the Bi2O3 layers.
paper100,characterization,characterization.characterization_methods[3],Grazing Incidence X-Ray Reflectivity (XRR),"In situ X-ray photoelectron spectroscopy, and transmission electron microscopy."
paper100,characterization,characterization.characterization_methods[4],Atomic Force Microscopy (AFM),"In situ X-ray photoelectron spectroscopy, and transmission electron microscopy."
paper1000,summary,summary.process_type,Thermal ALD,LSM was successfully grown via ALD for the first time. Films were dense and uniform and showed very low impurity levels.
paper1000,summary,summary.temperature_range,300-450 °C,LSM was successfully grown via ALD for the first time. Films were dense and uniform and showed very low impurity levels.
paper1000,summary,summary.summary,"LSM cathodes were fabricated using thermal ALD for the first time, demonstrating the potential for low-temperature fuel cells.",LSM was successfully grown via ALD for the first time. Films were dense and uniform and showed very low impurity levels.
paper1000,target_material,target_material.target_material.material_name,Lanthanum strontium manganese oxide,LSM was crystalline as deposited when grown on crystalline yttria-stabilized zirconia (YSZ) substrates.
paper1000,characterization,characterization.characterization_methods[0],X-ray Photoelectron Spectroscopy (XPS),"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1000,characterization,characterization.characterization_methods[3],Ellipsometry,"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1000,characterization,characterization.characterization_methods[4],X-ray Reflectometry (XRR),"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1000,characterization,characterization.characterization_methods[5],Atomic Force Microscopy (AFM),"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1000,characterization,characterization.characterization_methods[6],Profilometry,"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1000,characterization,characterization.characterization_methods[7],Four-point probe,"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1000,characterization,characterization.characterization_methods[8],Hall Effect,"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1000,characterization,characterization.characterization_methods[10],Depth Profiling (Ar ion etching),"ALD of the mixed conducting oxide LSM is demonstrated using Cp-type organometallic precursors (La(Me 4Cp)3, Sr(nPrMe4Cp)2, Mn(Me 4Cp)2) and deionized water. The substrate was kept at 300 °C during growth, and the reactor was a hotwall type reactor with the walls maintained at 250 °C. Precursor sublimation temperatures were Sr: 210 °C, Mn: 180 °C, La: 220 °C, water: room temperature. LSM was grown by repeating pulsed cycles in the order: La/H2O/La/H2O/Mn/H2O/Sr/H2O/... (Fig. 1)"
paper1001,summary,summary.process_type,Thermal Atomic Layer Deposition (ALD),"The XPS spectra of Pd deposited by ALD for 150 cycles on the Ir substrate show the presence of Pd 3d, Pd 3p, and C 1s without O 1s."
paper1001,summary,summary.temperature_range,80°C ± 5°C,"The XPS spectra of Pd deposited by ALD for 150 cycles on the Ir substrate show the presence of Pd 3d, Pd 3p, and C 1s without O 1s."
paper1001,summary,summary.summary,The study demonstrates the electroless deposition of copper on palladium layers deposited on iridium and tungsten substrates using thermal ALD.,"The XPS spectra of Pd deposited by ALD for 150 cycles on the Ir substrate show the presence of Pd 3d, Pd 3p, and C 1s without O 1s."
paper1001,precursor_coreactant,precursor_coreactant.coreactants[4],NH3 plasma,"During each deposition for Pd, 55 sccm Ar (99.999%) was flowed as a purge gas, 13 sccm Ar as a carrier gas for Pd II(hfac)2, and 105.0 sccm H2 as a reducing gas."
paper1001,deposition_conditions,deposition_conditions.reactor_type,F-120,Pd was deposited on Ir and W via ALD followed by electroless Cu onto this stack.
paper1001,reaction_conditions,reaction_conditions.surface_mechanism_description,Ligand exchange between TMA and surface hydroxyl groups followed by water pulse to regenerate OH sites,Fig. 1. XPS spectra of Ir substrate deposited onto native silicon oxide using electron beam.
paper1001,characterization,characterization.characterization_methods[2],Atomic Force Microscopy (AFM),"XPS spectra of the Ir substrate deposited onto native silicon oxide using electron beam. XPS spectra of Pd (20 Å) deposited by ALD for 150 cycles on the Ir substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. XPS spectra of W substrate deposited onto native silicon oxide using DC sputtering. XPS spectra of Pd with a thickness of 30 Å, deposited by ALD for 150 cycles on W substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Scotch tape peeling test results"
paper1001,characterization,characterization.characterization_methods[3],Field Emission Scanning Electron Microscopy (FESEM),"XPS spectra of the Ir substrate deposited onto native silicon oxide using electron beam. XPS spectra of Pd (20 Å) deposited by ALD for 150 cycles on the Ir substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. XPS spectra of W substrate deposited onto native silicon oxide using DC sputtering. XPS spectra of Pd with a thickness of 30 Å, deposited by ALD for 150 cycles on W substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Scotch tape peeling test results"
paper1001,characterization,characterization.characterization_methods[4],Ellipsometry,"XPS spectra of the Ir substrate deposited onto native silicon oxide using electron beam. XPS spectra of Pd (20 Å) deposited by ALD for 150 cycles on the Ir substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. XPS spectra of W substrate deposited onto native silicon oxide using DC sputtering. XPS spectra of Pd with a thickness of 30 Å, deposited by ALD for 150 cycles on W substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Scotch tape peeling test results"
paper1001,characterization,characterization.characterization_methods[5],X-ray Reflectometry (XRR),"XPS spectra of the Ir substrate deposited onto native silicon oxide using electron beam. XPS spectra of Pd (20 Å) deposited by ALD for 150 cycles on the Ir substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. XPS spectra of W substrate deposited onto native silicon oxide using DC sputtering. XPS spectra of Pd with a thickness of 30 Å, deposited by ALD for 150 cycles on W substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Scotch tape peeling test results"
paper1001,characterization,characterization.characterization_methods[6],Four-point probe,"XPS spectra of the Ir substrate deposited onto native silicon oxide using electron beam. XPS spectra of Pd (20 Å) deposited by ALD for 150 cycles on the Ir substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. XPS spectra of W substrate deposited onto native silicon oxide using DC sputtering. XPS spectra of Pd with a thickness of 30 Å, deposited by ALD for 150 cycles on W substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Scotch tape peeling test results"
paper1001,characterization,characterization.characterization_methods[7],Hall Effect measurement,"XPS spectra of the Ir substrate deposited onto native silicon oxide using electron beam. XPS spectra of Pd (20 Å) deposited by ALD for 150 cycles on the Ir substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. XPS spectra of W substrate deposited onto native silicon oxide using DC sputtering. XPS spectra of Pd with a thickness of 30 Å, deposited by ALD for 150 cycles on W substrate. XPS spectra of Cu with a thickness of 80 nm deposited by ELD for 2 min on the Pd (30 Å)/W stack. FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. AFM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/Ir substrate by electroless deposition for 2 min. Cross-sectional FESEM images of Cu films deposited onto Pd(30 Å)/W substrate by electroless deposition for 2 min. Scotch tape peeling test results"
paper1002,summary,summary.process_type,ALD and MOCVD,"Analysis by X-ray diffraction showed that films grown at low temperature (300 °C) by ALD were amorphous, while films deposited at higher temperature (600 °C) by MOCVD exist in the tetragonal phase."
paper1002,summary,summary.temperature_range,"250-450°C (ALD), 300-650°C (MOCVD)","Analysis by X-ray diffraction showed that films grown at low temperature (300 °C) by ALD were amorphous, while films deposited at higher temperature (600 °C) by MOCVD exist in the tetragonal phase."
paper1002,summary,summary.summary,"Thin films of ZrO2 were deposited by liquid injection MOCVD and ALD using the cyclopentadienyl-based Zr precursors [(MeCp)2ZrMe(OMe)] and [(MeCp)2ZrMe(OBut)]. The films grown by ALD were amorphous, while those grown by MOCVD were in the tetragonal phase.","Analysis by X-ray diffraction showed that films grown at low temperature (300 °C) by ALD were amorphous, while films deposited at higher temperature (600 °C) by MOCVD exist in the tetragonal phase."
paper1002,precursor_coreactant,precursor_coreactant.precursors[2].full_name,methoxide,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,precursor_coreactant,precursor_coreactant.precursors[3].full_name,tert-butoxide,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,precursor_coreactant,precursor_coreactant.precursors[6].full_name,borohydride,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,precursor_coreactant,precursor_coreactant.coreactants[1].full_name,ozone,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,precursor_coreactant,precursor_coreactant.coreactants[2].abbreviation,NH3,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,precursor_coreactant,precursor_coreactant.coreactants[2].full_name,ammonia,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,precursor_coreactant,precursor_coreactant.purge_gas[1].abbreviation,N2,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,precursor_coreactant,precursor_coreactant.carrier_gas[1].abbreviation,N2,"Both precursors evaporate at moderate temperatures, making them suitable for MOCVD and ALD applications. [(MeCp) 2ZrMe(OMe)] evaporates under nitrogen leaving a minimal residue (\~ 8%), with evaporation beginning at \~ 125 °C. Under the same conditions [(MeCp) 2ZrMe(OBut)] begins to evaporate at \~ 150 °C with a residue of \~ 3%."
paper1002,deposition_conditions,deposition_conditions.purge_time_s,2/2/0.5/3.5,Thin films of ZrO 2 were deposited by liquid injection MOCVD and ALD on the same reactor using the organometallic Zr precursors [(MeCp)2ZrMe(OMe)] and [(MeCp)2ZrMe(OBut)].
paper1002,characterization,characterization.characterization_methods[1],X-ray Diffraction (XRD),"Auger electron spectroscopy (AES) was carried out on a V arian scanning Auger spectrometer. The atomic compositions quoted are from the bulk of the film (typically 70– 80 nm depth), free from surface contamination, and were obtained by combining AES with sequential argon ion bombardment until comparable compositions were obtained for consecutive data points. Compositions were based on a ZrO powder reference material.

X-ray diffraction analysis of thin films deposited by MOCVD and ALD shows that the ZrO2 films grown by ALD are amorphous, whilst those grown by MOCVD are in the tetragonal phase.

Scanning electron microscopy of the four films showed that all have a featureless morphology on the micron scale.

Thermogravimetric analysis was carried out using a Shimadzu TG-51A in a nitrogen filled glove box."
paper1002,characterization,characterization.characterization_methods[2],Scanning Electron Microscopy (SEM),"Auger electron spectroscopy (AES) was carried out on a V arian scanning Auger spectrometer. The atomic compositions quoted are from the bulk of the film (typically 70– 80 nm depth), free from surface contamination, and were obtained by combining AES with sequential argon ion bombardment until comparable compositions were obtained for consecutive data points. Compositions were based on a ZrO powder reference material.

X-ray diffraction analysis of thin films deposited by MOCVD and ALD shows that the ZrO2 films grown by ALD are amorphous, whilst those grown by MOCVD are in the tetragonal phase.

Scanning electron microscopy of the four films showed that all have a featureless morphology on the micron scale.

Thermogravimetric analysis was carried out using a Shimadzu TG-51A in a nitrogen filled glove box."
paper1002,characterization,characterization.characterization_methods[3],Thermogravimetric Analysis (TGA),"Auger electron spectroscopy (AES) was carried out on a V arian scanning Auger spectrometer. The atomic compositions quoted are from the bulk of the film (typically 70– 80 nm depth), free from surface contamination, and were obtained by combining AES with sequential argon ion bombardment until comparable compositions were obtained for consecutive data points. Compositions were based on a ZrO powder reference material.

X-ray diffraction analysis of thin films deposited by MOCVD and ALD shows that the ZrO2 films grown by ALD are amorphous, whilst those grown by MOCVD are in the tetragonal phase.

Scanning electron microscopy of the four films showed that all have a featureless morphology on the micron scale.

Thermogravimetric analysis was carried out using a Shimadzu TG-51A in a nitrogen filled glove box."
paper1002,characterization,characterization.characterization_methods[4],Four-point probe,"Auger electron spectroscopy (AES) was carried out on a V arian scanning Auger spectrometer. The atomic compositions quoted are from the bulk of the film (typically 70– 80 nm depth), free from surface contamination, and were obtained by combining AES with sequential argon ion bombardment until comparable compositions were obtained for consecutive data points. Compositions were based on a ZrO powder reference material.

X-ray diffraction analysis of thin films deposited by MOCVD and ALD shows that the ZrO2 films grown by ALD are amorphous, whilst those grown by MOCVD are in the tetragonal phase.

Scanning electron microscopy of the four films showed that all have a featureless morphology on the micron scale.

Thermogravimetric analysis was carried out using a Shimadzu TG-51A in a nitrogen filled glove box."
paper1002,characterization,characterization.characterization_methods[5],Hall Effect measurement,"Auger electron spectroscopy (AES) was carried out on a V arian scanning Auger spectrometer. The atomic compositions quoted are from the bulk of the film (typically 70– 80 nm depth), free from surface contamination, and were obtained by combining AES with sequential argon ion bombardment until comparable compositions were obtained for consecutive data points. Compositions were based on a ZrO powder reference material.

X-ray diffraction analysis of thin films deposited by MOCVD and ALD shows that the ZrO2 films grown by ALD are amorphous, whilst those grown by MOCVD are in the tetragonal phase.

Scanning electron microscopy of the four films showed that all have a featureless morphology on the micron scale.

Thermogravimetric analysis was carried out using a Shimadzu TG-51A in a nitrogen filled glove box."
paper1003,summary,summary.temperature_range,Low temperatures (200°C) to high temperatures (490°C),"Fig. 1 illustrates that the infill of samples was conformal to such an extent that where spheres have been removed, by the action of sample cleaving, a template of bowl-like structures mimicking the spheres topology remains."
paper1003,summary,summary.summary,"ALD infiltration of photonic crystals with Al2O3 and VO2, demonstrating conformal growth and tunability of material properties.","Fig. 1 illustrates that the infill of samples was conformal to such an extent that where spheres have been removed, by the action of sample cleaving, a template of bowl-like structures mimicking the spheres topology remains."
paper1003,target_material,target_material.target_material.material_name,Aluminum oxide,"Infiltration with Al2O3 has previously been demonstrated, for example, Sechrist et al. and in an elaborate multilayer infiltration study by Graugnard et al."
paper1003,precursor_coreactant,precursor_coreactant.precursors[1].full_name,Vanadium(III) chloride,"ALD growth of Al2O3 and VO2 was performed using Al(CH3)3 and H2O, and VOCl3 and H2O precursor systems respectively."
paper1003,precursor_coreactant,precursor_coreactant.purge_gas[0].abbreviation,N2,"ALD growth of Al2O3 and VO2 was performed using Al(CH3)3 and H2O, and VOCl3 and H2O precursor systems respectively."
paper1003,precursor_coreactant,precursor_coreactant.carrier_gas[0].abbreviation,N2,"ALD growth of Al2O3 and VO2 was performed using Al(CH3)3 and H2O, and VOCl3 and H2O precursor systems respectively."
paper1003,substrate_info,substrate_info.pretreatment,"RCA cleaning, HF dip, Acetone/IPA sonication, Piranha etch, Degassing at 400°C","Thin films, typically 20 sphere layers, were prepared on silicon (100) substrates with the growth axis of the fcc photonic crystal lattice along the substrate normal."
paper1003,film_properties,film_properties.crystal_phase,Amorphous,In our laboratories we have also used Al2O3 infiltration as a test case but purely as a method of optimising the configuration of our oxide ALD system and to demonstrate the extremely conformal and uniform infiltration obtainable.
paper1004,summary,summary.summary,"TiO2 films were deposited onto stainless steel substrates using ALD, showing improved corrosion resistance.","The TiO2 films are amorphous in structure as characterized by XRD, and the electrochemical measurements show that the equilibrium corrosion potential positively shifts from −0.96 eV for bare stainless steel to −0.63 eV for TiO2 coated stainless steel, and the corrosion current density decreases from 7.0 × 10−7 A/cm2 to 6.3 × 10−8 A/cm2."
paper1004,precursor_coreactant,precursor_coreactant.coreactants[0].abbreviation,H2O,"The TiO2 films were prepared by ALD using titanium tetraisopropoxide (TTIP: Ti[OCH(CH 3)2]4) as precursors, and high purity N2 was used as carrier gas to lead the vapour of the precursors into the ALD chamber."
paper1004,precursor_coreactant,precursor_coreactant.coreactants[1].full_name,nitrogen,"The TiO2 films were prepared by ALD using titanium tetraisopropoxide (TTIP: Ti[OCH(CH 3)2]4) as precursors, and high purity N2 was used as carrier gas to lead the vapour of the precursors into the ALD chamber."
