paper_id,agent,path,value,evidence
paper1015,summary,summary.summary,"Aluminum nitride (AlN) thin films were deposited using PE-ALD and T-ALD. PE-ALD utilized H2 plasma, TMA, and NH3, while T-ALD used TMA and NH3. The study found that H2 flow rate significantly affects the preferred orientation of AlN films. PE-ALD films showed lower impurities and better crystallinity compared to T-ALD. AlN infiltration into porous SiC was demonstrated with PE-ALD being less efficient than T-ALD in exposure mode.","The paper discusses the deposition of AlN using PE-ALD and T-ALD, the role of H2 flow rate in preferred orientation, and the comparison of impurity levels and crystallinity between the two methods. It also mentions the infiltration of porous SiC with AlN using both methods."
paper1015,precursor_coreactant,precursor_coreactant.purge_gas[0],Nitrogen (N2),"The paper mentions the use of TMA and NH3 as precursors, and N2 as a purge and carrier gas."
paper1015,precursor_coreactant,precursor_coreactant.carrier_gas[0],Nitrogen (N2),"The paper mentions the use of TMA and NH3 as precursors, and N2 as a purge and carrier gas."
paper1015,deposition_conditions,deposition_conditions.pressure,Not explicitly mentioned,"The paper describes the use of TMA and NH3 with N2 as purge and carrier gas, and the reactor type as ALD R200 Advanced Picosun System with ICP source."
paper1015,deposition_conditions,deposition_conditions.number_of_cycles,Not explicitly mentioned,"The paper describes the use of TMA and NH3 with N2 as purge and carrier gas, and the reactor type as ALD R200 Advanced Picosun System with ICP source."
paper1015,deposition_conditions,deposition_conditions.reactor_type,ALD R200 Advanced Picosun System with inductively coupled remote plasma (ICP) source,"The paper describes the use of TMA and NH3 with N2 as purge and carrier gas, and the reactor type as ALD R200 Advanced Picosun System with ICP source."
paper1015,reaction_conditions,reaction_conditions.reaction_equations[0],TMA + NH3 → AlN + byproducts,"The paper discusses the surface reactions between TMA and NH3, and the role of H2 plasma in facilitating the reaction."
paper1015,reaction_conditions,reaction_conditions.surface_mechanism_description,"The surface reactions between TMA and NH3 were studied, with H2 plasma facilitating the reaction at lower temperatures.","The paper discusses the surface reactions between TMA and NH3, and the role of H2 plasma in facilitating the reaction."
paper1015,reaction_conditions,reaction_conditions.intermediate_species[0],Aluminum ligands from TMA,"The paper discusses the surface reactions between TMA and NH3, and the role of H2 plasma in facilitating the reaction."
paper1015,reaction_conditions,reaction_conditions.intermediate_species[1],Nitrogen radicals from NH3,"The paper discusses the surface reactions between TMA and NH3, and the role of H2 plasma in facilitating the reaction."
paper1015,substrate_info,substrate_info.substrate_material,Silicon (Si) and silicon carbide (SiC),"The paper mentions the use of Si and SiC substrates, and the pretreatment involved ultrasonic cleaning."
paper1015,substrate_info,substrate_info.substrate_orientation,Si (100) and SiC (not specified),"The paper mentions the use of Si and SiC substrates, and the pretreatment involved ultrasonic cleaning."
paper1015,substrate_info,substrate_info.pretreatment,Ultrasonic cleaning in acetone and isopropanol,"The paper mentions the use of Si and SiC substrates, and the pretreatment involved ultrasonic cleaning."
paper1015,substrate_info,substrate_info.surface_functionalization,Not explicitly mentioned,"The paper mentions the use of Si and SiC substrates, and the pretreatment involved ultrasonic cleaning."
paper1015,film_properties,film_properties.crystal_phase,Hexagonal wurtzite structure with (002) preferred orientation,"The paper reports film thickness, density, refractive index, surface roughness, and crystal phase of AlN films."
paper1015,characterization,characterization.characterization_methods[0],X-ray diffraction (XRD),"The paper describes the use of various characterization techniques including XRD, SEM, AFM, XPS, ellipsometry, HRTEM, XRR, and four-point probe measurements."
paper1015,characterization,characterization.characterization_methods[1],Scanning electron microscopy (SEM),"The paper describes the use of various characterization techniques including XRD, SEM, AFM, XPS, ellipsometry, HRTEM, XRR, and four-point probe measurements."
paper1015,characterization,characterization.characterization_methods[3],X-ray photoelectron spectroscopy (XPS),"The paper describes the use of various characterization techniques including XRD, SEM, AFM, XPS, ellipsometry, HRTEM, XRR, and four-point probe measurements."
paper1017,summary,summary.summary,"The study reports the development of an ALD process for depositing iron oxide using ethylferrocene as a precursor and oxygen plasma as a co-reactant. The process was applied to porous carbon substrates for use in zinc-air batteries, showing promising catalytic activity towards the oxygen evolution reaction (OER).","Ethylferrocene, a novel precursor for ALD of iron oxide, was investigated using an oxygen plasma co-reactant. Iron oxide deposition showed a saturating growth rate of 0.1 Å/cycle in the temperature range of 150-250°C. The iron oxide coating was deposited on a porous gas diffusion layer (GDL) for use as an air electrode in a zinc-air battery."
paper1020,summary,summary.main_precursors[0],Diethyl zinc (DEZ),"AZO films with a thickness of 100 nm were deposited at various Al atomic ratios ranging from 0 to 5% at a deposition temperature (250 ◦C). The optimum electrical properties: the carrier mobility, the resistivity, and the sheet resistance for the 2% AZO film were found to be 16.2 cm 2 V−1 s−1, 1.5 × 10−3 cm−3, and 217/DEL/sq, respectively. The best luminance, quantum efficiency, and current efficiency were found in the OLED device using the 2% AZO TCO; the results were 16599 cd/m 2, 8.2%, and 7.5 cd/A, respectively."
paper1020,summary,summary.main_precursors[1],Tri-methyl aluminum (TMA),"AZO films with a thickness of 100 nm were deposited at various Al atomic ratios ranging from 0 to 5% at a deposition temperature (250 ◦C). The optimum electrical properties: the carrier mobility, the resistivity, and the sheet resistance for the 2% AZO film were found to be 16.2 cm 2 V−1 s−1, 1.5 × 10−3 cm−3, and 217/DEL/sq, respectively. The best luminance, quantum efficiency, and current efficiency were found in the OLED device using the 2% AZO TCO; the results were 16599 cd/m 2, 8.2%, and 7.5 cd/A, respectively."
paper1020,summary,summary.summary,"The study investigates the use of Al-doped zinc oxide (AZO) films deposited by atomic layer deposition (ALD) as a transparent conductive anode for organic light emitting diodes (OLEDs). The optimal electrical properties were found for a 2% AZO film, showing improved carrier mobility, lower resistivity, and higher luminance. The results indicate that AZO films deposited by ALD can serve as a promising alternative to ITO for OLED applications.","AZO films with a thickness of 100 nm were deposited at various Al atomic ratios ranging from 0 to 5% at a deposition temperature (250 ◦C). The optimum electrical properties: the carrier mobility, the resistivity, and the sheet resistance for the 2% AZO film were found to be 16.2 cm 2 V−1 s−1, 1.5 × 10−3 cm−3, and 217/DEL/sq, respectively. The best luminance, quantum efficiency, and current efficiency were found in the OLED device using the 2% AZO TCO; the results were 16599 cd/m 2, 8.2%, and 7.5 cd/A, respectively."
paper1020,precursor_coreactant,precursor_coreactant.precursors[0],Diethyl zinc (DEZ),"Diethyl zinc ((C2H5)2Zn, DEZ) and deionized water (H2O) were used as the precursor reactants to deposit the ZnO film at a growth rate of 1.7 ˚A/cycle. Tri-methyl aluminum (Al(CH3)3, TMA) and H2O were used as the precursor reactants to deposit the Al2O3 film at the growth rate of 1.1 ˚A/cycle. High purity nitrogen (99.999% N2) gas was adopted as the purging gas."
paper1020,precursor_coreactant,precursor_coreactant.precursors[1],Tri-methyl aluminum (TMA),"Diethyl zinc ((C2H5)2Zn, DEZ) and deionized water (H2O) were used as the precursor reactants to deposit the ZnO film at a growth rate of 1.7 ˚A/cycle. Tri-methyl aluminum (Al(CH3)3, TMA) and H2O were used as the precursor reactants to deposit the Al2O3 film at the growth rate of 1.1 ˚A/cycle. High purity nitrogen (99.999% N2) gas was adopted as the purging gas."
paper1020,reaction_conditions,reaction_conditions.reaction_equations[0],ZnO growth: (C2H5)2Zn + H2O → ZnO + byproducts,"Diethyl zinc ((C2H5)2Zn, DEZ) and deionized water (H2O) were used as the precursor reactants to deposit the ZnO film. Tri-methyl aluminum (Al(CH3)3, TMA) and H2O were used as the precursor reactants to deposit the Al2O3 film."
paper1020,reaction_conditions,reaction_conditions.reaction_equations[1],Al2O3 growth: Al(CH3)3 + H2O → Al2O3 + byproducts,"Diethyl zinc ((C2H5)2Zn, DEZ) and deionized water (H2O) were used as the precursor reactants to deposit the ZnO film. Tri-methyl aluminum (Al(CH3)3, TMA) and H2O were used as the precursor reactants to deposit the Al2O3 film."
paper1020,reaction_conditions,reaction_conditions.surface_mechanism_description,"The ALD process involves alternating pulses of precursor and coreactant gases, leading to the sequential deposition of ZnO and Al2O3 layers. The surface mechanism is governed by the self-limiting reactions of the precursors on the substrate surface.","Diethyl zinc ((C2H5)2Zn, DEZ) and deionized water (H2O) were used as the precursor reactants to deposit the ZnO film. Tri-methyl aluminum (Al(CH3)3, TMA) and H2O were used as the precursor reactants to deposit the Al2O3 film."
paper1020,film_properties,film_properties.crystal_phase,Hexagonal ZnO structure with (0 0 2) direction dominance,"The AZO films were deposited with a thickness of 100 nm. The XRD patterns showed the main crystalline peaks of the pure ZnO film had (1 0 0), (0 0 2), (1 0 1), and (1 1 0) directions. The crystalline direction of all the AZO films was dominated by the (0 0 2) direction."
paper1022,summary,summary.summary,"Aluminum nitride (AlN) thin films were deposited by plasma-enhanced atomic layer deposition (ALD) using aluminum chloride (AlCl3) as the aluminum source and an ammonia-hydrogen plasma as the nitrogen source. The growth rate was saturated at 0.042 nm per cycle, and the thickness was proportional to the number of reaction cycles. The films showed good anti-oxidation properties after annealing at 650 8C for 30 min.","Aluminum nitride (AlN) thin films were deposited by atomic layer deposition from aluminum chloride (AlCl3) and an ammonia-hydrogen plasma. The growth rate was saturated at ;0.042 nm ycycle, and the thickness was proportional to the number of reaction cycles. The concentration of chlorine and hydrogen impurities was 0.23 and 2.01 at.%, respectively. AlN films showed good anti-oxidation properties when O was annealed at 650 8C for 30 min."
paper1022,reaction_conditions,reaction_conditions.reaction_equations[0],AlCl3 + NH3 → AlN + HCl,"The most important role of the ammonia-hydrogen plasma was to act as a reducing agent to extract Cl from AlCl3, and to form AlN subsequently. The growth rate was saturated at ;0.042 nm ycycle, and the thickness was proportional to the number of reaction cycles. The concentration of chlorine and hydrogen impurities was 0.23 and 2.01 at.%, respectively."
paper1022,reaction_conditions,reaction_conditions.surface_mechanism_description,"The ammonia-hydrogen plasma was used to reduce the AlCl3 and as a nitrogen source for AlN, and was also used to lower the process temperature, while maintaining good deposition efficiency.","The most important role of the ammonia-hydrogen plasma was to act as a reducing agent to extract Cl from AlCl3, and to form AlN subsequently. The growth rate was saturated at ;0.042 nm ycycle, and the thickness was proportional to the number of reaction cycles. The concentration of chlorine and hydrogen impurities was 0.23 and 2.01 at.%, respectively."
paper1022,reaction_conditions,reaction_conditions.intermediate_species[1],Cl2,"The most important role of the ammonia-hydrogen plasma was to act as a reducing agent to extract Cl from AlCl3, and to form AlN subsequently. The growth rate was saturated at ;0.042 nm ycycle, and the thickness was proportional to the number of reaction cycles. The concentration of chlorine and hydrogen impurities was 0.23 and 2.01 at.%, respectively."
paper1022,substrate_info,substrate_info.pretreatment,Dipped in H2SO4 solution (H2SO4: H2O s 4:1) for 15 min and then in dilute HF solution (HF:H2O s 1:50) for 2 min to eliminate organic and native oxides,AlN films were deposited on p-type Si (100) substrates. Si wafers were cleaned by dipping in H2SO4 solution (H2SO4: H2O s 4:1) for 15 min and then in dilute HF solution (HF:H2O s 1:50) for 2 min to eliminate organic and native oxides.
paper1022,characterization,characterization.characterization_methods[6],scanning electron microscopy,"The film properties were analyzed using Auger electron spectroscopy, X-ray photoelectron spectroscopy, Rutherford backscattering spectroscopy and time-of-flight elastic recoil detection analysis. Surface topography was analyzed by atomic force microscope. The chemical nature was investigated by X-ray photoelectron spectroscopy. Composition of the films was measured using Rutherford backscattering spectroscopy. Hydrogen concentration was analyzed by time-of-flight elastic recoil detection analysis. The film thickness was measured using a Tencor astep profilometer. Surface topography was analyzed by atomic force microscope."
paper1023,summary,summary.summary,The study investigates the interfacial layers formed between high-k oxides (HfO2 and ZrO2) and silicon (Si) or thermal SiO2 using X-ray reflectivity (XRR) and spectroscopic ellipsometry (SE). The focus is on the evolution of these layers upon annealing and the structural and compositional changes observed.,ZrO2 and HfO2 films were deposited on p-Si (100) substrates by atomic layer deposition (ALD) using ZrCl4 and HfCl4 as precursors and H2O as the oxygen source. The films were annealed at 900 8C.
paper1023,reaction_conditions,reaction_conditions.surface_mechanism_description,"The exchange between water and chlorine during the ALD process leads to the formation of interfacial layers with lower density due to residual chlorine. Upon annealing, chlorine is released, and the density of the interfacial layer reaches the value of the bulk oxide.","The study discusses the formation of interfacial layers during ALD and their evolution upon annealing, including the role of chlorine and the resulting density changes."
paper1023,substrate_info,substrate_info.pretreatment,SC2 cleaning (HCl:H2O2:H2O 1:1:5 at 80 8C for 10 min),"The films were deposited on p-Si (100) substrates, and some samples were annealed in an RTP furnace at 900 8C."
paper1025,summary,summary.temperature_range,200-400,"Thin films of CaCO3 (calcite) have been grown with the atomic layer chemical vapour deposition (ALCVD) technique, using Ca(thd), CO2, and ozone as precursors. The observed textures were: in-plane oriented films with w100x(001)CaCO3 ≤ w100x(001)Al2O3 and w100x(001)CaCO3 ≤w110x(001)Al2O3 on a-Al2O3 (001), amorphous films on a-Al2O3 (012) when grown at 250 8C, and columnar oriented films on soda-lime glass, Si(001), a-SiO2 (001), and MgO (100) substrates with (00l) and (104) parallel to the substrate plane at 250 and 350 8C, respectively."
paper1025,summary,summary.summary,"Calcium carbonate (calcite) thin films were grown using atomic layer chemical vapour deposition (ALCVD) with Ca(thd), ozone, and CO2 as precursors. The films were deposited on various substrates, and their properties were characterized using XRD, AFM, and IR spectroscopy. The films showed different orientations and textures depending on the substrate and deposition temperature. The films were also heat-treated to convert them into calcium oxide.","Thin films of CaCO3 (calcite) have been grown with the atomic layer chemical vapour deposition (ALCVD) technique, using Ca(thd), CO2, and ozone as precursors. The observed textures were: in-plane oriented films with w100x(001)CaCO3 ≤ w100x(001)Al2O3 and w100x(001)CaCO3 ≤w110x(001)Al2O3 on a-Al2O3 (001), amorphous films on a-Al2O3 (012) when grown at 250 8C, and columnar oriented films on soda-lime glass, Si(001), a-SiO2 (001), and MgO (100) substrates with (00l) and (104) parallel to the substrate plane at 250 and 350 8C, respectively."
paper1025,reaction_conditions,reaction_conditions.reaction_equations[0],Ca(thd) + O3 + CO2 → CaCO3,"The growth of CaCO3 is achieved through a self-limiting surface reaction mechanism, where each precursor is sequentially pulsed into the reaction chamber with a purge of an inert gas between the different precursor doses. The surface reactions involve the decomposition of Ca(thd) and ozone, leading to the formation of CO2 and H2O, which are then reacted to form CaCO3."
paper1025,reaction_conditions,reaction_conditions.surface_mechanism_description,"The surface reactions are self-limiting, with each precursor sequentially pulsed into the reaction chamber with a purge of an inert gas between the different precursor doses. The growth is self-limited to one monolayer of precursor per pulse.","The growth of CaCO3 is achieved through a self-limiting surface reaction mechanism, where each precursor is sequentially pulsed into the reaction chamber with a purge of an inert gas between the different precursor doses. The surface reactions involve the decomposition of Ca(thd) and ozone, leading to the formation of CO2 and H2O, which are then reacted to form CaCO3."
paper1025,substrate_info,substrate_info.substrate_material,"soda-lime glass, Si(100), a-Al2O3 (001), a-Al2O3 (012), a-SiO2 (001), MgO (100)","Calcium carbonate films were deposited on soda-lime glass, Si(100), a-Al2O3 (001), a-Al2O3 (012), a-SiO2 (001), and MgO (100) substrates."
paper1025,substrate_info,substrate_info.substrate_orientation,"Si(100), a-Al2O3 (001), a-Al2O3 (012), a-SiO2 (001), MgO (100)","Calcium carbonate films were deposited on soda-lime glass, Si(100), a-Al2O3 (001), a-Al2O3 (012), a-SiO2 (001), and MgO (100) substrates."
paper1025,substrate_info,substrate_info.pretreatment,"soda-lime glass substrates were cleaned as described in Ref. w21x, whereas Si (100), a-SiO2 (001), a-Al2O3 (001), a-Al2O3 (012), and Mg(100) substrates were used as purchased from the supplier.","Calcium carbonate films were deposited on soda-lime glass, Si(100), a-Al2O3 (001), a-Al2O3 (012), a-SiO2 (001), and MgO (100) substrates."
paper1026,summary,summary.summary,"Copper metal films were grown on oxide substrates using copper (I) chloride, water, and hydrogen as precursors. The study compared two deposition schemes: one with water and one without. The addition of water increased the growth rate on alumina substrates but decreased it on silica substrates. The films showed different crystal textures depending on the substrate orientation, and the growth rate was influenced by hydrogen pulse length and partial pressure.","Films of copper metal have been grown on two different oxide substrate materials by atomic layer deposition. The film depositions were carried out in the temperature range 375–475 8C. Copper (I) chloride, water and hydrogen were used as precursors. It was found that the addition of water enhanced growth rate on alumina substrates up to four times compared to the water-free deposition process. The study compared two deposition schemes: one with water and one without. The growth rate was influenced by hydrogen pulse length and partial pressure."
paper1026,reaction_conditions,reaction_conditions.surface_mechanism_description,"The growth process involved two major steps: first, a reaction between CuCl and water to form an oxide layer on the substrate surface, followed by hydrogen reducing the oxide layer to copper metal. The presence of water influenced the growth rate depending on the substrate type.","The formation of copper in the water-based process is thought to include two major steps during the growth reaction. Firstly, a reaction between the CuCl and water precursors to form an oxide layer on the substrate surface occurs. Secondly, a step where hydrogen reduces the newly formed oxide layer to copper metal takes place."
paper1026,substrate_info,substrate_info.substrate_orientation,"SiO (2), a-Al O (001), (110), and (102)","Substrates were fused silica (SiO ) and single crystalline (001) oriented a-Al O . Some film depositions were also performed on two other a-Al O orientations, namely (110) and (102). The substrates were pre-treated in an ultra-sonic bath, rinsed in methanol, and dried in a nitrogen flow prior to deposition."
paper1026,characterization,characterization.characterization_methods[1],X-ray diffraction (XRD),"Film thickness or the amount of deposited material per unit area was measured by energy dispersive X-ray fluorescence spectrometry, XRFS. The diffraction data for the non-textured films deposited on SiO were collected with the grazing incidence technique. The surface morphology of the films was studied with scanning electron microscopy, SEM, and film surface contamination was examined by X-ray photoelectron spectroscopy, XPS."
paper103,summary,summary.temperature_range,385 K to 550 K,"The mechanism of atomic layer epitaxy (ALE) of cadmium telluride has been studied. Auger electron spectroscopy is used to measure the isothermal re-evaporation rates of elemental Cd and Te deposits on the (111)A and (111)B surfaces of CdTe substrates. The results include an observation that the sticking coefficients of Cd and Te are smaller than unity at the growth temperatures typical of CdTe ALE. The activation energies for reevaporation of the near-interface layer region are estimated to be: 1.5 eV for Te on the (111)A face, 1.0 eV for Te on (111)B and 0.5 eV for Cd on (111)B."
paper103,summary,summary.summary,"The study investigates the growth mechanism of CdTe using atomic layer epitaxy (ALE) and Auger electron spectroscopy (AES) to monitor re-evaporation rates of Cd and Te on (111)A and (111)B surfaces of CdTe substrates. The results show that re-evaporation rates of Cd and Te near the substrate-overlayer interface are significantly lower than those of bulk-like amorphous Cd and Te, with activation energies of 0.5 eV, 1.0 eV, and 1.5 eV for Cd on (111)B, Te on (111)B, and Te on (111)A, respectively. The sticking coefficients of Cd and Te are less than unity, and the persistent sub-monolayer coverages are observed.","The mechanism of atomic layer epitaxy (ALE) of cadmium telluride has been studied. Auger electron spectroscopy is used to measure the isothermal re-evaporation rates of elemental Cd and Te deposits on the (111)A and (111)B surfaces of CdTe substrates. The results include an observation that the sticking coefficients of Cd and Te are smaller than unity at the growth temperatures typical of CdTe ALE. The activation energies for reevaporation of the near-interface layer region are estimated to be: 1.5 eV for Te on the (111)A face, 1.0 eV for Te on (111)B and 0.5 eV for Cd on (111)B."
paper103,reaction_conditions,reaction_conditions.surface_mechanism_description,"The ALE process involves chemical reactions at the surface of a substrate, where reactants are alternately transported as neutral molecular vapour pulses. The growth rate and composition of the layer are controlled by the growth process itself, and the sticking coefficients of Cd and Te are less than unity at the growth temperatures typical of CdTe ALE.",The ALE method is based on chemical reactions in the solid surface of a substrate to which the reactants are alternately transported as neutral molecular vapour pulses or beam bunches. The growth rate and the composition of a layer are controlled by the growth process itself because they are largely independent on excess incident molecules impinging on the surface.
paper103,substrate_info,substrate_info.pretreatment,"Polished mirror shiny chemimechanically, rinsed in pure methanol and ethanol, Ar+ ion etching, and subsequent annealing at 450-500 K for several hours",The CdTe(ll1)A and (111)B substrate platelets were cut from unintentionally doped p-type wafers grown by a modified Bridgman method. They were polished mirror shiny chemimechanically and then rinsed in pure methanol and ethanol. Prior to growth the substrates were cleaned by Ar+ ion etching and subsequent annealing at 450-500 K for several hours.
paper103,characterization,characterization.characterization_methods[0],Auger Electron Spectroscopy (AES),Auger electron spectroscopy is used to measure the isothermal re-evaporation rates of elemental Cd and Te deposits on the (111)A and (111)B surfaces of CdTe substrates.
