paper_id,content_path,schema_valid_outputs,schema_invalid_outputs,non_empty_extractions_evaluable,grounded_extractions,extracted_values_evaluable,unsupported_values_proxy
elsevier_paper_1125,Data_Unpaywall_OA/elsevier_paper_1125/content.txt,8,0,8,5,34,6
elsevier_paper_1126,Data_Unpaywall_OA/elsevier_paper_1126/content.txt,8,0,8,5,37,5
elsevier_paper_1127,Data_Unpaywall_OA/elsevier_paper_1127/content.txt,8,0,8,1,21,14
elsevier_paper_1130,Data_Unpaywall_OA/elsevier_paper_1130/content.txt,8,0,8,7,37,3
elsevier_paper_1134,Data_Unpaywall_OA/elsevier_paper_1134/content.txt,8,0,8,5,33,6
elsevier_paper_1144,Data_Unpaywall_OA/elsevier_paper_1144/content.txt,8,0,8,5,35,8
elsevier_paper_115,Data_Unpaywall_OA/elsevier_paper_115/content.txt,8,0,8,0,16,16
elsevier_paper_1153,Data_Unpaywall_OA/elsevier_paper_1153/content.txt,8,0,8,5,31,5
elsevier_paper_1157,Data_Unpaywall_OA/elsevier_paper_1157/content.txt,8,0,8,7,25,5
elsevier_paper_1160,Data_Unpaywall_OA/elsevier_paper_1160/content.txt,8,0,8,2,26,2
elsevier_paper_1163,Data_Unpaywall_OA/elsevier_paper_1163/content.txt,8,0,8,6,30,10
elsevier_paper_1165,Data_Unpaywall_OA/elsevier_paper_1165/content.txt,8,0,8,4,39,11
elsevier_paper_1166,Data_Unpaywall_OA/elsevier_paper_1166/content.txt,8,0,8,4,39,10
elsevier_paper_1167,Data_Unpaywall_OA/elsevier_paper_1167/content.txt,8,0,8,3,38,5
elsevier_paper_117,Data_Unpaywall_OA/elsevier_paper_117/content.txt,8,0,8,4,33,8
elsevier_paper_1175,Data_Unpaywall_OA/elsevier_paper_1175/content.txt,8,0,8,4,27,5
elsevier_paper_1178,Data_Unpaywall_OA/elsevier_paper_1178/content.txt,8,0,8,5,42,6
elsevier_paper_1179,Data_Unpaywall_OA/elsevier_paper_1179/content.txt,8,0,8,4,33,9
elsevier_paper_118,Data_Unpaywall_OA/elsevier_paper_118/content.txt,8,0,8,5,35,7
elsevier_paper_1182,Data_Unpaywall_OA/elsevier_paper_1182/content.txt,8,0,8,4,34,9
elsevier_paper_1183,Data_Unpaywall_OA/elsevier_paper_1183/content.txt,8,0,8,6,45,10
elsevier_paper_1185,Data_Unpaywall_OA/elsevier_paper_1185/content.txt,8,0,8,7,28,6
elsevier_paper_1186,Data_Unpaywall_OA/elsevier_paper_1186/content.txt,8,0,8,3,34,9
elsevier_paper_1187,Data_Unpaywall_OA/elsevier_paper_1187/content.txt,8,0,8,4,36,10
elsevier_paper_1189,Data_Unpaywall_OA/elsevier_paper_1189/content.txt,8,0,8,4,41,9
elsevier_paper_119,Data_Unpaywall_OA/elsevier_paper_119/content.txt,8,0,8,3,36,7
elsevier_paper_1192,Data_Unpaywall_OA/elsevier_paper_1192/content.txt,8,0,8,4,38,5
elsevier_paper_1193,Data_Unpaywall_OA/elsevier_paper_1193/content.txt,8,0,8,5,34,3
elsevier_paper_120,Data_Unpaywall_OA/elsevier_paper_120/content.txt,8,0,8,0,16,16
elsevier_paper_1201,Data_Unpaywall_OA/elsevier_paper_1201/content.txt,8,0,8,6,34,5
elsevier_paper_1202,Data_Unpaywall_OA/elsevier_paper_1202/content.txt,8,0,8,7,43,7
elsevier_paper_1210,Data_Unpaywall_OA/elsevier_paper_1210/content.txt,8,0,8,4,27,6
elsevier_paper_1216,Data_Unpaywall_OA/elsevier_paper_1216/content.txt,8,0,8,4,45,5
elsevier_paper_1218,Data_Unpaywall_OA/elsevier_paper_1218/content.txt,8,0,8,6,41,5
elsevier_paper_1219,Data_Unpaywall_OA/elsevier_paper_1219/content.txt,8,0,8,0,16,16
elsevier_paper_1225,Data_Unpaywall_OA/elsevier_paper_1225/content.txt,8,0,8,3,37,2
elsevier_paper_1227,Data_Unpaywall_OA/elsevier_paper_1227/content.txt,8,0,8,0,16,16
elsevier_paper_1230,Data_Unpaywall_OA/elsevier_paper_1230/content.txt,8,0,8,5,34,10
elsevier_paper_1233,Data_Unpaywall_OA/elsevier_paper_1233/content.txt,8,0,8,3,31,5
elsevier_paper_1234,Data_Unpaywall_OA/elsevier_paper_1234/content.txt,8,0,8,5,35,3
elsevier_paper_1236,Data_Unpaywall_OA/elsevier_paper_1236/content.txt,8,0,8,6,33,5
elsevier_paper_1246,Data_Unpaywall_OA/elsevier_paper_1246/content.txt,8,0,8,0,16,16
elsevier_paper_1247,Data_Unpaywall_OA/elsevier_paper_1247/content.txt,8,0,8,0,16,16
elsevier_paper_1248,Data_Unpaywall_OA/elsevier_paper_1248/content.txt,8,0,8,6,28,2
elsevier_paper_1249,Data_Unpaywall_OA/elsevier_paper_1249/content.txt,8,0,8,5,38,20
elsevier_paper_1250,Data_Unpaywall_OA/elsevier_paper_1250/content.txt,8,0,8,5,31,3
elsevier_paper_1258,Data_Unpaywall_OA/elsevier_paper_1258/content.txt,8,0,8,6,33,7
elsevier_paper_1264,Data_Unpaywall_OA/elsevier_paper_1264/content.txt,8,0,8,5,39,8
elsevier_paper_1269,Data_Unpaywall_OA/elsevier_paper_1269/content.txt,8,0,8,1,22,14
elsevier_paper_127,Data_Unpaywall_OA/elsevier_paper_127/content.txt,8,0,8,0,16,16
elsevier_paper_1271,Data_Unpaywall_OA/elsevier_paper_1271/content.txt,8,0,8,5,29,3
elsevier_paper_1273,Data_Unpaywall_OA/elsevier_paper_1273/content.txt,8,0,8,5,37,7
elsevier_paper_1274,Data_Unpaywall_OA/elsevier_paper_1274/content.txt,8,0,8,3,38,9
elsevier_paper_1277,Data_Unpaywall_OA/elsevier_paper_1277/content.txt,8,0,8,5,39,7
elsevier_paper_1286,Data_Unpaywall_OA/elsevier_paper_1286/content.txt,8,0,8,7,31,2
elsevier_paper_1294,Data_Unpaywall_OA/elsevier_paper_1294/content.txt,8,0,8,4,27,4
elsevier_paper_1295,Data_Unpaywall_OA/elsevier_paper_1295/content.txt,8,0,8,6,41,4
elsevier_paper_1300,Data_Unpaywall_OA/elsevier_paper_1300/content.txt,8,0,8,0,16,16
elsevier_paper_1304,Data_Unpaywall_OA/elsevier_paper_1304/content.txt,8,0,8,0,16,16
elsevier_paper_1307,Data_Unpaywall_OA/elsevier_paper_1307/content.txt,8,0,8,5,32,4
elsevier_paper_1310,Data_Unpaywall_OA/elsevier_paper_1310/content.txt,8,0,8,3,43,12
elsevier_paper_1311,Data_Unpaywall_OA/elsevier_paper_1311/content.txt,8,0,8,0,16,16
elsevier_paper_1312,Data_Unpaywall_OA/elsevier_paper_1312/content.txt,8,0,8,4,28,7
elsevier_paper_1313,Data_Unpaywall_OA/elsevier_paper_1313/content.txt,8,0,8,4,33,3
elsevier_paper_1316,Data_Unpaywall_OA/elsevier_paper_1316/content.txt,8,0,8,6,35,12
elsevier_paper_1317,Data_Unpaywall_OA/elsevier_paper_1317/content.txt,8,0,8,5,33,5
elsevier_paper_1319,Data_Unpaywall_OA/elsevier_paper_1319/content.txt,8,0,8,2,38,7
elsevier_paper_132,Data_Unpaywall_OA/elsevier_paper_132/content.txt,8,0,8,0,19,15
elsevier_paper_1320,Data_Unpaywall_OA/elsevier_paper_1320/content.txt,8,0,8,5,39,2
elsevier_paper_1325,Data_Unpaywall_OA/elsevier_paper_1325/content.txt,8,0,8,5,29,4
elsevier_paper_133,Data_Unpaywall_OA/elsevier_paper_133/content.txt,8,0,8,6,35,4
elsevier_paper_1331,Data_Unpaywall_OA/elsevier_paper_1331/content.txt,8,0,8,6,33,3
elsevier_paper_1338,Data_Unpaywall_OA/elsevier_paper_1338/content.txt,8,0,8,4,28,5
elsevier_paper_1339,Data_Unpaywall_OA/elsevier_paper_1339/content.txt,8,0,8,4,35,5
elsevier_paper_1345,Data_Unpaywall_OA/elsevier_paper_1345/content.txt,8,0,8,4,43,5
elsevier_paper_1351,Data_Unpaywall_OA/elsevier_paper_1351/content.txt,8,0,8,6,29,6
elsevier_paper_1352,Data_Unpaywall_OA/elsevier_paper_1352/content.txt,8,0,8,6,25,8
elsevier_paper_1353,Data_Unpaywall_OA/elsevier_paper_1353/content.txt,8,0,8,5,33,7
elsevier_paper_1357,Data_Unpaywall_OA/elsevier_paper_1357/content.txt,8,0,8,6,40,15
elsevier_paper_136,Data_Unpaywall_OA/elsevier_paper_136/content.txt,8,0,8,4,47,7
elsevier_paper_1360,Data_Unpaywall_OA/elsevier_paper_1360/content.txt,8,0,8,5,22,10
elsevier_paper_1363,Data_Unpaywall_OA/elsevier_paper_1363/content.txt,8,0,8,4,41,5
elsevier_paper_1364,Data_Unpaywall_OA/elsevier_paper_1364/content.txt,8,0,8,7,36,6
elsevier_paper_1365,Data_Unpaywall_OA/elsevier_paper_1365/content.txt,8,0,8,6,39,3
elsevier_paper_1366,Data_Unpaywall_OA/elsevier_paper_1366/content.txt,8,0,8,5,31,5
elsevier_paper_1371,Data_Unpaywall_OA/elsevier_paper_1371/content.txt,8,0,8,3,42,10
elsevier_paper_1375,Data_Unpaywall_OA/elsevier_paper_1375/content.txt,8,0,8,6,39,4
elsevier_paper_1376,Data_Unpaywall_OA/elsevier_paper_1376/content.txt,8,0,8,0,16,16
elsevier_paper_1378,Data_Unpaywall_OA/elsevier_paper_1378/content.txt,8,0,8,5,38,9
elsevier_paper_1379,Data_Unpaywall_OA/elsevier_paper_1379/content.txt,8,0,8,1,23,15
elsevier_paper_138,Data_Unpaywall_OA/elsevier_paper_138/content.txt,8,0,8,0,16,16
elsevier_paper_1393,Data_Unpaywall_OA/elsevier_paper_1393/content.txt,8,0,8,0,16,16
elsevier_paper_1397,Data_Unpaywall_OA/elsevier_paper_1397/content.txt,8,0,8,4,40,9
elsevier_paper_1404,Data_Unpaywall_OA/elsevier_paper_1404/content.txt,8,0,8,4,22,9
elsevier_paper_1405,Data_Unpaywall_OA/elsevier_paper_1405/content.txt,8,0,8,5,52,12
elsevier_paper_142,Data_Unpaywall_OA/elsevier_paper_142/content.txt,8,0,8,3,42,7
elsevier_paper_1421,Data_Unpaywall_OA/elsevier_paper_1421/content.txt,8,0,8,0,16,16
elsevier_paper_143,Data_Unpaywall_OA/elsevier_paper_143/content.txt,8,0,8,5,29,3
elsevier_paper_1433,Data_Unpaywall_OA/elsevier_paper_1433/content.txt,8,0,8,4,41,2
elsevier_paper_1439,Data_Unpaywall_OA/elsevier_paper_1439/content.txt,8,0,8,0,29,13
elsevier_paper_144,Data_Unpaywall_OA/elsevier_paper_144/content.txt,8,0,8,5,44,3
elsevier_paper_1441,Data_Unpaywall_OA/elsevier_paper_1441/content.txt,8,0,8,0,16,16
elsevier_paper_1448,Data_Unpaywall_OA/elsevier_paper_1448/content.txt,8,0,8,5,35,4
elsevier_paper_1449,Data_Unpaywall_OA/elsevier_paper_1449/content.txt,8,0,8,5,18,5
elsevier_paper_145,Data_Unpaywall_OA/elsevier_paper_145/content.txt,8,0,8,0,18,14
elsevier_paper_1455,Data_Unpaywall_OA/elsevier_paper_1455/content.txt,8,0,8,5,32,7
elsevier_paper_1457,Data_Unpaywall_OA/elsevier_paper_1457/content.txt,8,0,8,7,31,12
elsevier_paper_146,Data_Unpaywall_OA/elsevier_paper_146/content.txt,8,0,8,5,29,5
elsevier_paper_1465,Data_Unpaywall_OA/elsevier_paper_1465/content.txt,8,0,8,6,34,6
elsevier_paper_1476,Data_Unpaywall_OA/elsevier_paper_1476/content.txt,8,0,8,3,38,8
elsevier_paper_1482,Data_Unpaywall_OA/elsevier_paper_1482/content.txt,8,0,8,6,31,4
elsevier_paper_1485,Data_Unpaywall_OA/elsevier_paper_1485/content.txt,8,0,8,0,16,16
elsevier_paper_1488,Data_Unpaywall_OA/elsevier_paper_1488/content.txt,8,0,8,5,31,5
elsevier_paper_1490,Data_Unpaywall_OA/elsevier_paper_1490/content.txt,8,0,8,4,45,7
elsevier_paper_1493,Data_Unpaywall_OA/elsevier_paper_1493/content.txt,8,0,8,0,15,14
elsevier_paper_1497,Data_Unpaywall_OA/elsevier_paper_1497/content.txt,8,0,8,5,33,5
elsevier_paper_1498,Data_Unpaywall_OA/elsevier_paper_1498/content.txt,8,0,8,3,17,6
elsevier_paper_1499,Data_Unpaywall_OA/elsevier_paper_1499/content.txt,8,0,8,7,31,2
elsevier_paper_150,Data_Unpaywall_OA/elsevier_paper_150/content.txt,8,0,8,3,33,5
elsevier_paper_1500,Data_Unpaywall_OA/elsevier_paper_1500/content.txt,8,0,8,0,16,16
elsevier_paper_1513,Data_Unpaywall_OA/elsevier_paper_1513/content.txt,8,0,8,4,33,5
elsevier_paper_1514,Data_Unpaywall_OA/elsevier_paper_1514/content.txt,8,0,8,6,32,6
elsevier_paper_1515,Data_Unpaywall_OA/elsevier_paper_1515/content.txt,8,0,8,6,32,6
elsevier_paper_152,Data_Unpaywall_OA/elsevier_paper_152/content.txt,8,0,8,3,42,4
elsevier_paper_1521,Data_Unpaywall_OA/elsevier_paper_1521/content.txt,8,0,8,5,35,8
elsevier_paper_1523,Data_Unpaywall_OA/elsevier_paper_1523/content.txt,8,0,8,6,29,13
elsevier_paper_1524,Data_Unpaywall_OA/elsevier_paper_1524/content.txt,8,0,8,1,20,17
elsevier_paper_1526,Data_Unpaywall_OA/elsevier_paper_1526/content.txt,8,0,8,6,27,7
elsevier_paper_1529,Data_Unpaywall_OA/elsevier_paper_1529/content.txt,8,0,8,4,33,4
elsevier_paper_1530,Data_Unpaywall_OA/elsevier_paper_1530/content.txt,8,0,8,0,15,14
elsevier_paper_1539,Data_Unpaywall_OA/elsevier_paper_1539/content.txt,8,0,8,6,31,2
elsevier_paper_1540,Data_Unpaywall_OA/elsevier_paper_1540/content.txt,8,0,8,5,33,11
elsevier_paper_1543,Data_Unpaywall_OA/elsevier_paper_1543/content.txt,8,0,8,5,31,4
elsevier_paper_1551,Data_Unpaywall_OA/elsevier_paper_1551/content.txt,8,0,8,5,33,6
elsevier_paper_1552,Data_Unpaywall_OA/elsevier_paper_1552/content.txt,8,0,8,4,28,7
elsevier_paper_1558,Data_Unpaywall_OA/elsevier_paper_1558/content.txt,8,0,8,6,34,5
elsevier_paper_1562,Data_Unpaywall_OA/elsevier_paper_1562/content.txt,8,0,8,7,26,5
elsevier_paper_1567,Data_Unpaywall_OA/elsevier_paper_1567/content.txt,8,0,8,3,34,8
elsevier_paper_1568,Data_Unpaywall_OA/elsevier_paper_1568/content.txt,8,0,8,0,16,16
elsevier_paper_1572,Data_Unpaywall_OA/elsevier_paper_1572/content.txt,8,0,8,5,32,14
elsevier_paper_1578,Data_Unpaywall_OA/elsevier_paper_1578/content.txt,8,0,8,6,42,5
elsevier_paper_1579,Data_Unpaywall_OA/elsevier_paper_1579/content.txt,8,0,8,5,36,6
elsevier_paper_1583,Data_Unpaywall_OA/elsevier_paper_1583/content.txt,8,0,8,5,38,8
elsevier_paper_1584,Data_Unpaywall_OA/elsevier_paper_1584/content.txt,8,0,8,0,16,16
elsevier_paper_1585,Data_Unpaywall_OA/elsevier_paper_1585/content.txt,8,0,8,6,37,8
elsevier_paper_1586,Data_Unpaywall_OA/elsevier_paper_1586/content.txt,8,0,8,3,30,4
elsevier_paper_1587,Data_Unpaywall_OA/elsevier_paper_1587/content.txt,8,0,8,5,32,7
elsevier_paper_1593,Data_Unpaywall_OA/elsevier_paper_1593/content.txt,8,0,8,1,18,15
elsevier_paper_1598,Data_Unpaywall_OA/elsevier_paper_1598/content.txt,8,0,8,0,16,16
elsevier_paper_1599,Data_Unpaywall_OA/elsevier_paper_1599/content.txt,8,0,8,6,32,6
elsevier_paper_1601,Data_Unpaywall_OA/elsevier_paper_1601/content.txt,8,0,8,2,16,9
elsevier_paper_1614,Data_Unpaywall_OA/elsevier_paper_1614/content.txt,8,0,8,3,29,6
elsevier_paper_1624,Data_Unpaywall_OA/elsevier_paper_1624/content.txt,8,0,8,5,34,7
elsevier_paper_1628,Data_Unpaywall_OA/elsevier_paper_1628/content.txt,8,0,8,6,30,5
elsevier_paper_1635,Data_Unpaywall_OA/elsevier_paper_1635/content.txt,8,0,8,6,32,4
elsevier_paper_1637,Data_Unpaywall_OA/elsevier_paper_1637/content.txt,8,0,8,5,28,4
elsevier_paper_164,Data_Unpaywall_OA/elsevier_paper_164/content.txt,8,0,8,6,39,8
elsevier_paper_1645,Data_Unpaywall_OA/elsevier_paper_1645/content.txt,8,0,8,4,29,5
elsevier_paper_1673,Data_Unpaywall_OA/elsevier_paper_1673/content.txt,8,0,8,0,18,11
elsevier_paper_1674,Data_Unpaywall_OA/elsevier_paper_1674/content.txt,8,0,8,0,16,16
elsevier_paper_1683,Data_Unpaywall_OA/elsevier_paper_1683/content.txt,8,0,8,5,20,7
elsevier_paper_1689,Data_Unpaywall_OA/elsevier_paper_1689/content.txt,8,0,8,0,16,16
elsevier_paper_169,Data_Unpaywall_OA/elsevier_paper_169/content.txt,8,0,8,4,38,7
elsevier_paper_1691,Data_Unpaywall_OA/elsevier_paper_1691/content.txt,8,0,8,5,41,7
elsevier_paper_1693,Data_Unpaywall_OA/elsevier_paper_1693/content.txt,8,0,8,3,23,11
elsevier_paper_1694,Data_Unpaywall_OA/elsevier_paper_1694/content.txt,8,0,8,4,30,5
elsevier_paper_1695,Data_Unpaywall_OA/elsevier_paper_1695/content.txt,8,0,8,0,26,13
elsevier_paper_17,Data_Unpaywall_OA/elsevier_paper_17/content.txt,8,0,8,6,34,2
elsevier_paper_170,Data_Unpaywall_OA/elsevier_paper_170/content.txt,8,0,8,5,39,10
elsevier_paper_1702,Data_Unpaywall_OA/elsevier_paper_1702/content.txt,8,0,8,6,36,2
elsevier_paper_1707,Data_Unpaywall_OA/elsevier_paper_1707/content.txt,8,0,8,5,40,6
elsevier_paper_1711,Data_Unpaywall_OA/elsevier_paper_1711/content.txt,8,0,8,0,18,14
elsevier_paper_1715,Data_Unpaywall_OA/elsevier_paper_1715/content.txt,8,0,8,4,43,4
elsevier_paper_1717,Data_Unpaywall_OA/elsevier_paper_1717/content.txt,8,0,8,0,15,14
elsevier_paper_172,Data_Unpaywall_OA/elsevier_paper_172/content.txt,8,0,8,4,35,6
elsevier_paper_1722,Data_Unpaywall_OA/elsevier_paper_1722/content.txt,8,0,8,4,31,8
elsevier_paper_1724,Data_Unpaywall_OA/elsevier_paper_1724/content.txt,8,0,8,0,16,16
elsevier_paper_1725,Data_Unpaywall_OA/elsevier_paper_1725/content.txt,8,0,8,0,16,16
elsevier_paper_173,Data_Unpaywall_OA/elsevier_paper_173/content.txt,8,0,8,1,16,12
elsevier_paper_1733,Data_Unpaywall_OA/elsevier_paper_1733/content.txt,8,0,8,0,20,15
elsevier_paper_1734,Data_Unpaywall_OA/elsevier_paper_1734/content.txt,8,0,8,6,42,7
elsevier_paper_1754,Data_Unpaywall_OA/elsevier_paper_1754/content.txt,8,0,8,7,30,10
elsevier_paper_1755,Data_Unpaywall_OA/elsevier_paper_1755/content.txt,8,0,8,0,16,16
elsevier_paper_1760,Data_Unpaywall_OA/elsevier_paper_1760/content.txt,8,0,8,1,18,14
elsevier_paper_1761,Data_Unpaywall_OA/elsevier_paper_1761/content.txt,8,0,8,0,16,16
elsevier_paper_1763,Data_Unpaywall_OA/elsevier_paper_1763/content.txt,8,0,8,0,16,16
elsevier_paper_1770,Data_Unpaywall_OA/elsevier_paper_1770/content.txt,8,0,8,5,29,6
elsevier_paper_1771,Data_Unpaywall_OA/elsevier_paper_1771/content.txt,8,0,8,0,15,14
elsevier_paper_1772,Data_Unpaywall_OA/elsevier_paper_1772/content.txt,8,0,8,0,16,16
elsevier_paper_1776,Data_Unpaywall_OA/elsevier_paper_1776/content.txt,8,0,8,6,33,5
elsevier_paper_1777,Data_Unpaywall_OA/elsevier_paper_1777/content.txt,8,0,8,2,32,17
elsevier_paper_1783,Data_Unpaywall_OA/elsevier_paper_1783/content.txt,8,0,8,5,30,4
elsevier_paper_1786,Data_Unpaywall_OA/elsevier_paper_1786/content.txt,8,0,8,6,33,2
elsevier_paper_1790,Data_Unpaywall_OA/elsevier_paper_1790/content.txt,8,0,8,4,36,14
elsevier_paper_1791,Data_Unpaywall_OA/elsevier_paper_1791/content.txt,8,0,8,5,35,2
elsevier_paper_1793,Data_Unpaywall_OA/elsevier_paper_1793/content.txt,8,0,8,4,31,5
elsevier_paper_1795,Data_Unpaywall_OA/elsevier_paper_1795/content.txt,8,0,8,5,34,5
elsevier_paper_1796,Data_Unpaywall_OA/elsevier_paper_1796/content.txt,8,0,8,0,16,16
elsevier_paper_1798,Data_Unpaywall_OA/elsevier_paper_1798/content.txt,8,0,8,1,20,14
elsevier_paper_1800,Data_Unpaywall_OA/elsevier_paper_1800/content.txt,8,0,8,4,34,6
elsevier_paper_1801,Data_Unpaywall_OA/elsevier_paper_1801/content.txt,8,0,8,4,27,3
elsevier_paper_1802,Data_Unpaywall_OA/elsevier_paper_1802/content.txt,8,0,8,5,28,4
elsevier_paper_1804,Data_Unpaywall_OA/elsevier_paper_1804/content.txt,8,0,8,4,30,8
elsevier_paper_1806,Data_Unpaywall_OA/elsevier_paper_1806/content.txt,8,0,8,1,17,14
elsevier_paper_1807,Data_Unpaywall_OA/elsevier_paper_1807/content.txt,8,0,8,4,32,5
elsevier_paper_1808,Data_Unpaywall_OA/elsevier_paper_1808/content.txt,8,0,8,4,33,5
elsevier_paper_1813,Data_Unpaywall_OA/elsevier_paper_1813/content.txt,8,0,8,4,51,4
elsevier_paper_1817,Data_Unpaywall_OA/elsevier_paper_1817/content.txt,8,0,8,3,29,2
elsevier_paper_1818,Data_Unpaywall_OA/elsevier_paper_1818/content.txt,8,0,8,0,27,18
elsevier_paper_1820,Data_Unpaywall_OA/elsevier_paper_1820/content.txt,8,0,8,5,28,3
elsevier_paper_1823,Data_Unpaywall_OA/elsevier_paper_1823/content.txt,8,0,8,2,35,6
elsevier_paper_1825,Data_Unpaywall_OA/elsevier_paper_1825/content.txt,8,0,8,6,35,11
elsevier_paper_183,Data_Unpaywall_OA/elsevier_paper_183/content.txt,8,0,8,6,35,6
elsevier_paper_1832,Data_Unpaywall_OA/elsevier_paper_1832/content.txt,8,0,8,5,33,5
elsevier_paper_1838,Data_Unpaywall_OA/elsevier_paper_1838/content.txt,8,0,8,4,31,5
elsevier_paper_1841,Data_Unpaywall_OA/elsevier_paper_1841/content.txt,8,0,8,4,35,9
elsevier_paper_1842,Data_Unpaywall_OA/elsevier_paper_1842/content.txt,8,0,8,5,30,3
elsevier_paper_1843,Data_Unpaywall_OA/elsevier_paper_1843/content.txt,8,0,8,6,50,15
elsevier_paper_1847,Data_Unpaywall_OA/elsevier_paper_1847/content.txt,8,0,8,4,38,7
elsevier_paper_1848,Data_Unpaywall_OA/elsevier_paper_1848/content.txt,8,0,8,5,38,4
elsevier_paper_185,Data_Unpaywall_OA/elsevier_paper_185/content.txt,8,0,8,4,25,4
elsevier_paper_1852,Data_Unpaywall_OA/elsevier_paper_1852/content.txt,8,0,8,4,29,5
elsevier_paper_1853,Data_Unpaywall_OA/elsevier_paper_1853/content.txt,8,0,8,3,29,18
elsevier_paper_1854,Data_Unpaywall_OA/elsevier_paper_1854/content.txt,8,0,8,0,16,16
elsevier_paper_1855,Data_Unpaywall_OA/elsevier_paper_1855/content.txt,8,0,8,6,22,8
elsevier_paper_1857,Data_Unpaywall_OA/elsevier_paper_1857/content.txt,8,0,8,7,30,4
elsevier_paper_186,Data_Unpaywall_OA/elsevier_paper_186/content.txt,8,0,8,5,39,9
elsevier_paper_1861,Data_Unpaywall_OA/elsevier_paper_1861/content.txt,8,0,8,4,36,10
elsevier_paper_1862,Data_Unpaywall_OA/elsevier_paper_1862/content.txt,8,0,8,3,35,11
elsevier_paper_1863,Data_Unpaywall_OA/elsevier_paper_1863/content.txt,8,0,8,5,40,8
elsevier_paper_1867,Data_Unpaywall_OA/elsevier_paper_1867/content.txt,8,0,8,7,33,8
elsevier_paper_1868,Data_Unpaywall_OA/elsevier_paper_1868/content.txt,8,0,8,3,38,11
elsevier_paper_187,Data_Unpaywall_OA/elsevier_paper_187/content.txt,8,0,8,0,16,16
elsevier_paper_188,Data_Unpaywall_OA/elsevier_paper_188/content.txt,8,0,8,5,39,4
elsevier_paper_1889,Data_Unpaywall_OA/elsevier_paper_1889/content.txt,8,0,8,7,23,4
elsevier_paper_189,Data_Unpaywall_OA/elsevier_paper_189/content.txt,8,0,8,3,33,6
elsevier_paper_1890,Data_Unpaywall_OA/elsevier_paper_1890/content.txt,8,0,8,7,35,7
elsevier_paper_1895,Data_Unpaywall_OA/elsevier_paper_1895/content.txt,8,0,8,0,16,16
