paper_id,content_path,schema_valid_outputs,schema_invalid_outputs,non_empty_extractions_evaluable,grounded_extractions,extracted_values_evaluable,unsupported_values_proxy
paper1286,Data/paper1286/content.txt,8,0,8,0,35,7
paper1299,Data/paper1299/content.txt,8,0,8,1,36,4
paper13,Data/paper13/content.txt,8,0,8,0,68,16
paper1300,Data/paper1300/content.txt,8,0,8,5,25,5
paper131,Data/paper131/content.txt,8,0,8,3,36,3
paper1323,Data/paper1323/content.txt,8,0,8,4,33,3
paper1325,Data/paper1325/content.txt,8,0,8,2,25,3
paper1326,Data/paper1326/content.txt,8,0,8,0,36,6
paper1327,Data/paper1327/content.txt,8,0,8,4,43,10
paper1328,Data/paper1328/content.txt,8,0,8,0,37,3
paper1338,Data/paper1338/content.txt,8,0,8,0,35,12
paper1340,Data/paper1340/content.txt,8,0,8,0,22,5
paper1347,Data/paper1347/content.txt,8,0,8,2,35,6
paper1353,Data/paper1353/content.txt,8,0,8,0,36,11
paper1354,Data/paper1354/content.txt,8,0,8,0,36,5
paper1358,Data/paper1358/content.txt,8,0,8,0,34,4
paper1359,Data/paper1359/content.txt,8,0,8,3,34,1
paper1371,Data/paper1371/content.txt,8,0,8,3,35,4
paper14,Data/paper14/content.txt,8,0,8,1,35,6
paper140,Data/paper140/content.txt,8,0,8,0,34,6
paper1401,Data/paper1401/content.txt,8,0,8,0,28,5
paper1408,Data/paper1408/content.txt,8,0,8,1,39,5
paper1414,Data/paper1414/content.txt,8,0,8,3,36,2
paper1429,Data/paper1429/content.txt,8,0,8,0,42,6
paper1448,Data/paper1448/content.txt,8,0,8,0,40,9
paper1451,Data/paper1451/content.txt,8,0,8,2,32,8
paper1452,Data/paper1452/content.txt,8,0,8,2,32,7
paper1467,Data/paper1467/content.txt,8,0,8,2,32,2
paper1472,Data/paper1472/content.txt,8,0,8,5,31,5
paper1474,Data/paper1474/content.txt,8,0,8,1,36,11
paper1475,Data/paper1475/content.txt,8,0,8,0,43,5
paper1476,Data/paper1476/content.txt,8,0,8,0,34,2
paper148,Data/paper148/content.txt,8,0,8,2,28,4
paper1503,Data/paper1503/content.txt,8,0,8,0,40,13
paper1506,Data/paper1506/content.txt,8,0,8,1,35,4
paper1507,Data/paper1507/content.txt,8,0,8,2,37,3
paper1509,Data/paper1509/content.txt,8,0,8,1,35,4
paper151,Data/paper151/content.txt,8,0,8,0,40,12
paper1519,Data/paper1519/content.txt,8,0,7,1,30,3
paper1528,Data/paper1528/content.txt,8,0,8,1,38,8
paper1534,Data/paper1534/content.txt,8,0,8,1,30,3
paper1537,Data/paper1537/content.txt,8,0,8,1,30,5
paper1538,Data/paper1538/content.txt,8,0,8,1,23,4
paper1552,Data/paper1552/content.txt,8,0,8,4,18,5
paper1556,Data/paper1556/content.txt,8,0,8,1,35,7
paper1564,Data/paper1564/content.txt,8,0,7,2,23,2
paper1572,Data/paper1572/content.txt,8,0,8,0,26,4
paper158,Data/paper158/content.txt,8,0,8,5,22,3
paper1584,Data/paper1584/content.txt,0,8,0,0,0,0
paper1595,Data/paper1595/content.txt,8,0,8,0,34,2
paper1632,Data/paper1632/content.txt,8,0,8,0,29,6
paper1638,Data/paper1638/content.txt,8,0,8,0,39,3
paper1652,Data/paper1652/content.txt,8,0,8,0,38,8
paper1653,Data/paper1653/content.txt,8,0,8,0,38,4
paper1654,Data/paper1654/content.txt,8,0,8,4,27,3
paper1655,Data/paper1655/content.txt,8,0,8,3,37,6
paper1658,Data/paper1658/content.txt,8,0,8,6,28,3
paper1659,Data/paper1659/content.txt,8,0,6,1,14,2
paper1661,Data/paper1661/content.txt,0,8,0,0,0,0
paper1685,Data/paper1685/content.txt,8,0,8,4,35,7
paper1703,Data/paper1703/content.txt,8,0,8,3,30,3
paper1726,Data/paper1726/content.txt,8,0,0,0,0,0
paper1742,Data/paper1742/content.txt,8,0,8,4,20,3
paper1746,Data/paper1746/content.txt,8,0,8,2,31,2
paper1748,Data/paper1748/content.txt,8,0,8,2,62,2
paper175,Data/paper175/content.txt,8,0,8,5,31,5
paper1750,Data/paper1750/content.txt,8,0,8,2,26,3
paper1754,Data/paper1754/content.txt,8,0,8,5,28,2
paper1758,Data/paper1758/content.txt,8,0,8,2,36,6
paper176,Data/paper176/content.txt,8,0,8,4,33,2
paper1760,Data/paper1760/content.txt,8,0,8,3,43,16
paper1764,Data/paper1764/content.txt,8,0,8,0,45,11
paper1768,Data/paper1768/content.txt,8,0,8,4,32,1
paper1776,Data/paper1776/content.txt,8,0,8,0,48,9
paper1783,Data/paper1783/content.txt,8,0,8,1,32,5
paper1794,Data/paper1794/content.txt,8,0,8,3,32,5
paper1812,Data/paper1812/content.txt,8,0,8,0,38,6
paper182,Data/paper182/content.txt,8,0,8,0,41,9
paper1832,Data/paper1832/content.txt,8,0,7,0,25,3
paper1833,Data/paper1833/content.txt,8,0,8,0,30,11
paper1844,Data/paper1844/content.txt,8,0,8,0,35,5
paper1845,Data/paper1845/content.txt,8,0,8,1,30,2
paper1848,Data/paper1848/content.txt,8,0,8,0,35,3
paper1850,Data/paper1850/content.txt,8,0,8,1,30,8
paper1862,Data/paper1862/content.txt,8,0,8,2,25,4
paper1869,Data/paper1869/content.txt,8,0,8,4,32,8
paper1878,Data/paper1878/content.txt,8,0,8,3,32,4
paper1890,Data/paper1890/content.txt,8,0,8,3,35,7
paper1892,Data/paper1892/content.txt,8,0,8,4,29,2
paper1904,Data/paper1904/content.txt,8,0,8,2,37,7
paper1905,Data/paper1905/content.txt,8,0,8,1,27,7
paper1907,Data/paper1907/content.txt,8,0,8,5,25,4
paper1911,Data/paper1911/content.txt,8,0,8,2,37,3
paper1914,Data/paper1914/content.txt,8,0,8,6,29,2
paper1926,Data/paper1926/content.txt,8,0,8,2,33,5
paper1931,Data/paper1931/content.txt,8,0,8,2,38,11
paper1941,Data/paper1941/content.txt,8,0,8,1,33,4
paper1942,Data/paper1942/content.txt,8,0,8,3,37,6
paper1950,Data/paper1950/content.txt,8,0,7,0,16,1
paper1981,Data/paper1981/content.txt,8,0,8,3,30,6
paper1985,Data/paper1985/content.txt,8,0,8,4,24,7
paper1988,Data/paper1988/content.txt,8,0,8,4,29,7
paper1990,Data/paper1990/content.txt,8,0,8,1,24,6
paper1997,Data/paper1997/content.txt,8,0,8,2,31,6
paper2,Data/paper2/content.txt,8,0,8,2,31,5
paper2010,Data/paper2010/content.txt,8,0,6,0,21,3
paper2021,Data/paper2021/content.txt,8,0,8,1,36,6
paper2030,Data/paper2030/content.txt,8,0,8,0,35,3
paper2032,Data/paper2032/content.txt,8,0,8,0,27,5
paper2034,Data/paper2034/content.txt,8,0,8,2,34,4
paper2035,Data/paper2035/content.txt,8,0,8,4,24,1
paper2036,Data/paper2036/content.txt,8,0,8,4,36,11
paper2038,Data/paper2038/content.txt,8,0,8,0,39,6
paper2048,Data/paper2048/content.txt,8,0,8,5,28,5
paper2052,Data/paper2052/content.txt,8,0,8,4,33,6
paper2054,Data/paper2054/content.txt,8,0,8,0,28,2
paper2061,Data/paper2061/content.txt,8,0,7,2,24,8
paper207,Data/paper207/content.txt,8,0,8,0,32,4
paper2082,Data/paper2082/content.txt,8,0,8,0,38,10
paper2088,Data/paper2088/content.txt,8,0,8,1,26,7
paper2096,Data/paper2096/content.txt,8,0,8,2,26,7
paper2097,Data/paper2097/content.txt,8,0,8,1,23,2
paper2106,Data/paper2106/content.txt,8,0,8,0,26,5
paper2114,Data/paper2114/content.txt,8,0,8,4,23,8
paper2122,Data/paper2122/content.txt,8,0,8,1,26,3
paper2124,Data/paper2124/content.txt,8,0,8,1,31,12
paper2136,Data/paper2136/content.txt,8,0,8,2,25,4
paper2139,Data/paper2139/content.txt,8,0,8,0,23,7
paper214,Data/paper214/content.txt,8,0,8,1,40,4
paper2141,Data/paper2141/content.txt,8,0,8,0,29,1
paper2150,Data/paper2150/content.txt,8,0,8,1,20,6
paper2151,Data/paper2151/content.txt,8,0,8,1,29,2
paper2152,Data/paper2152/content.txt,8,0,8,3,26,7
paper2157,Data/paper2157/content.txt,8,0,8,3,23,5
paper216,Data/paper216/content.txt,8,0,8,2,32,4
paper2169,Data/paper2169/content.txt,8,0,8,0,25,11
paper2172,Data/paper2172/content.txt,8,0,8,0,31,2
paper2174,Data/paper2174/content.txt,8,0,8,3,25,9
paper2175,Data/paper2175/content.txt,8,0,8,1,27,4
paper2189,Data/paper2189/content.txt,8,0,8,2,22,5
paper2195,Data/paper2195/content.txt,8,0,8,1,18,2
paper2196,Data/paper2196/content.txt,8,0,7,0,26,6
paper2205,Data/paper2205/content.txt,8,0,8,2,25,2
paper2220,Data/paper2220/content.txt,8,0,8,1,30,7
paper2225,Data/paper2225/content.txt,8,0,8,1,28,11
paper2229,Data/paper2229/content.txt,8,0,8,1,28,9
paper2230,Data/paper2230/content.txt,8,0,8,0,40,9
paper2231,Data/paper2231/content.txt,8,0,8,4,35,5
paper2241,Data/paper2241/content.txt,8,0,8,0,27,4
paper2243,Data/paper2243/content.txt,8,0,8,0,27,2
paper2255,Data/paper2255/content.txt,8,0,7,1,22,6
paper2258,Data/paper2258/content.txt,8,0,8,6,31,5
paper2265,Data/paper2265/content.txt,8,0,8,2,25,2
paper2273,Data/paper2273/content.txt,8,0,8,3,37,18
paper2283,Data/paper2283/content.txt,8,0,8,2,32,6
paper2284,Data/paper2284/content.txt,8,0,8,0,27,11
paper2290,Data/paper2290/content.txt,8,0,8,0,31,3
paper2291,Data/paper2291/content.txt,8,0,8,0,25,8
paper23,Data/paper23/content.txt,8,0,8,2,30,0
paper230,Data/paper230/content.txt,8,0,8,4,33,3
paper2305,Data/paper2305/content.txt,8,0,8,2,33,7
paper2312,Data/paper2312/content.txt,8,0,8,3,25,3
paper2313,Data/paper2313/content.txt,8,0,8,3,29,6
paper2316,Data/paper2316/content.txt,8,0,8,0,36,1
paper2325,Data/paper2325/content.txt,8,0,8,0,26,1
paper233,Data/paper233/content.txt,8,0,8,5,30,1
paper2330,Data/paper2330/content.txt,8,0,8,3,30,4
paper2338,Data/paper2338/content.txt,8,0,8,2,24,1
paper234,Data/paper234/content.txt,8,0,8,2,30,5
paper2346,Data/paper2346/content.txt,8,0,8,4,23,3
paper2348,Data/paper2348/content.txt,8,0,8,2,38,21
paper2349,Data/paper2349/content.txt,8,0,8,5,23,1
paper2355,Data/paper2355/content.txt,8,0,8,3,26,5
paper2367,Data/paper2367/content.txt,8,0,8,4,28,1
paper2371,Data/paper2371/content.txt,8,0,8,1,34,1
paper2376,Data/paper2376/content.txt,8,0,8,5,30,9
paper2378,Data/paper2378/content.txt,8,0,8,3,22,2
paper2379,Data/paper2379/content.txt,8,0,8,1,27,3
paper2384,Data/paper2384/content.txt,8,0,8,6,32,6
paper2385,Data/paper2385/content.txt,8,0,8,5,26,4
paper2386,Data/paper2386/content.txt,8,0,8,6,27,7
paper2387,Data/paper2387/content.txt,8,0,2,0,3,1
paper2388,Data/paper2388/content.txt,8,0,8,0,27,2
paper2389,Data/paper2389/content.txt,8,0,4,0,11,3
paper2391,Data/paper2391/content.txt,8,0,8,0,24,3
paper2399,Data/paper2399/content.txt,8,0,8,7,31,1
paper2409,Data/paper2409/content.txt,8,0,8,4,25,1
paper242,Data/paper242/content.txt,8,0,8,3,30,1
paper2424,Data/paper2424/content.txt,8,0,5,3,11,4
paper2437,Data/paper2437/content.txt,8,0,8,3,24,2
paper2443,Data/paper2443/content.txt,8,0,8,2,35,5
paper2446,Data/paper2446/content.txt,8,0,8,4,26,5
paper2448,Data/paper2448/content.txt,8,0,8,3,32,7
paper245,Data/paper245/content.txt,8,0,8,3,30,5
paper2451,Data/paper2451/content.txt,8,0,8,1,32,7
paper2454,Data/paper2454/content.txt,8,0,8,0,27,1
paper2455,Data/paper2455/content.txt,8,0,8,0,34,4
paper2456,Data/paper2456/content.txt,8,0,8,4,29,1
paper2459,Data/paper2459/content.txt,8,0,8,0,37,6
paper2462,Data/paper2462/content.txt,8,0,7,1,20,2
paper2467,Data/paper2467/content.txt,8,0,8,0,22,4
paper2473,Data/paper2473/content.txt,8,0,8,0,24,4
paper248,Data/paper248/content.txt,8,0,8,0,39,10
paper2486,Data/paper2486/content.txt,8,0,8,7,20,3
paper2509,Data/paper2509/content.txt,8,0,8,6,23,1
paper2511,Data/paper2511/content.txt,8,0,8,2,34,2
paper2520,Data/paper2520/content.txt,8,0,7,0,28,5
paper2522,Data/paper2522/content.txt,8,0,8,2,30,2
paper2533,Data/paper2533/content.txt,8,0,7,0,19,1
paper2542,Data/paper2542/content.txt,8,0,8,0,25,4
paper2548,Data/paper2548/content.txt,8,0,7,1,29,6
paper255,Data/paper255/content.txt,8,0,7,2,25,3
paper2564,Data/paper2564/content.txt,8,0,8,6,28,3
paper257,Data/paper257/content.txt,8,0,7,3,20,6
paper2574,Data/paper2574/content.txt,8,0,8,3,29,4
paper2576,Data/paper2576/content.txt,8,0,8,0,32,4
paper2581,Data/paper2581/content.txt,8,0,8,0,40,15
paper2586,Data/paper2586/content.txt,8,0,8,0,36,13
paper2592,Data/paper2592/content.txt,8,0,8,4,24,2
paper2593,Data/paper2593/content.txt,8,0,8,0,28,3
paper2595,Data/paper2595/content.txt,8,0,8,2,36,6
paper2596,Data/paper2596/content.txt,8,0,8,0,41,6
paper2611,Data/paper2611/content.txt,8,0,8,0,34,5
paper2615,Data/paper2615/content.txt,8,0,8,2,36,9
paper2619,Data/paper2619/content.txt,8,0,8,1,38,5
paper2624,Data/paper2624/content.txt,8,0,8,1,36,4
paper2626,Data/paper2626/content.txt,8,0,8,0,39,1
paper2631,Data/paper2631/content.txt,8,0,8,1,28,4
paper2640,Data/paper2640/content.txt,8,0,8,0,38,12
paper2647,Data/paper2647/content.txt,8,0,8,2,28,3
paper2657,Data/paper2657/content.txt,8,0,8,4,44,11
paper2661,Data/paper2661/content.txt,8,0,8,0,32,8
paper2662,Data/paper2662/content.txt,8,0,8,3,46,12
paper2664,Data/paper2664/content.txt,8,0,8,1,30,4
paper2677,Data/paper2677/content.txt,8,0,8,2,26,5
paper2679,Data/paper2679/content.txt,8,0,8,4,23,4
paper2695,Data/paper2695/content.txt,8,0,8,2,35,6
paper27,Data/paper27/content.txt,8,0,0,0,0,0
paper2708,Data/paper2708/content.txt,8,0,8,5,33,6
paper2709,Data/paper2709/content.txt,8,0,8,3,37,2
paper2714,Data/paper2714/content.txt,8,0,8,2,39,8
paper2715,Data/paper2715/content.txt,8,0,8,0,35,4
paper2720,Data/paper2720/content.txt,8,0,8,5,30,7
paper2728,Data/paper2728/content.txt,8,0,7,7,25,6
paper2736,Data/paper2736/content.txt,8,0,7,1,20,5
paper2739,Data/paper2739/content.txt,8,0,8,2,37,6
paper2746,Data/paper2746/content.txt,8,0,8,1,26,4
paper2748,Data/paper2748/content.txt,8,0,8,5,24,4
paper2751,Data/paper2751/content.txt,8,0,8,6,24,4
paper2752,Data/paper2752/content.txt,8,0,8,2,25,2
paper2767,Data/paper2767/content.txt,8,0,8,1,25,4
paper2779,Data/paper2779/content.txt,8,0,8,4,33,5
paper278,Data/paper278/content.txt,8,0,8,2,32,3
paper2788,Data/paper2788/content.txt,8,0,8,2,27,8
paper2791,Data/paper2791/content.txt,0,8,0,0,0,0
paper28,Data/paper28/content.txt,8,0,0,0,0,0
paper2801,Data/paper2801/content.txt,8,0,0,0,0,0
paper2812,Data/paper2812/content.txt,8,0,0,0,0,0
paper2816,Data/paper2816/content.txt,8,0,4,4,11,4
paper2832,Data/paper2832/content.txt,8,0,0,0,0,0
paper2841,Data/paper2841/content.txt,8,0,5,0,12,2
paper2847,Data/paper2847/content.txt,8,0,8,2,29,4
paper285,Data/paper285/content.txt,8,0,8,2,35,4
paper2860,Data/paper2860/content.txt,8,0,5,1,8,6
paper2865,Data/paper2865/content.txt,8,0,8,2,27,8
paper2867,Data/paper2867/content.txt,8,0,0,0,0,0
paper2868,Data/paper2868/content.txt,8,0,8,5,24,7
paper2873,Data/paper2873/content.txt,8,0,8,2,29,3
paper2886,Data/paper2886/content.txt,8,0,8,0,36,5
paper289,Data/paper289/content.txt,8,0,8,5,28,1
paper2891,Data/paper2891/content.txt,8,0,8,2,37,7
paper2892,Data/paper2892/content.txt,8,0,8,4,28,5
paper2898,Data/paper2898/content.txt,8,0,8,0,38,11
paper2901,Data/paper2901/content.txt,8,0,8,4,30,3
paper2913,Data/paper2913/content.txt,8,0,8,2,36,9
paper2914,Data/paper2914/content.txt,8,0,8,2,32,6
paper2918,Data/paper2918/content.txt,8,0,8,5,29,5
paper293,Data/paper293/content.txt,0,8,0,0,0,0
paper2934,Data/paper2934/content.txt,8,0,8,1,37,7
paper2948,Data/paper2948/content.txt,8,0,8,2,33,4
paper2960,Data/paper2960/content.txt,8,0,8,1,29,5
paper2961,Data/paper2961/content.txt,8,0,8,0,41,15
paper2972,Data/paper2972/content.txt,8,0,8,0,27,3
paper2982,Data/paper2982/content.txt,8,0,8,1,33,14
paper2997,Data/paper2997/content.txt,8,0,8,3,32,5
paper2999,Data/paper2999/content.txt,0,8,0,0,0,0
paper300,Data/paper300/content.txt,8,0,8,3,31,3
paper3015,Data/paper3015/content.txt,8,0,8,1,26,8
paper3016,Data/paper3016/content.txt,8,0,8,2,34,3
paper3052,Data/paper3052/content.txt,8,0,8,0,39,12
paper3058,Data/paper3058/content.txt,8,0,8,1,37,16
paper3071,Data/paper3071/content.txt,8,0,8,5,23,9
paper3086,Data/paper3086/content.txt,8,0,8,0,34,6
paper3092,Data/paper3092/content.txt,8,0,8,0,28,4
paper3096,Data/paper3096/content.txt,8,0,8,0,27,6
paper3098,Data/paper3098/content.txt,8,0,7,1,27,10
paper3101,Data/paper3101/content.txt,8,0,8,0,36,7
paper3107,Data/paper3107/content.txt,8,0,8,0,47,16
paper3111,Data/paper3111/content.txt,8,0,8,5,32,6
paper3117,Data/paper3117/content.txt,8,0,7,0,25,6
paper3128,Data/paper3128/content.txt,8,0,8,1,28,12
paper3130,Data/paper3130/content.txt,8,0,8,0,28,4
paper3134,Data/paper3134/content.txt,8,0,8,2,30,15
paper3152,Data/paper3152/content.txt,8,0,8,3,31,4
paper3155,Data/paper3155/content.txt,8,0,8,1,36,12
paper3157,Data/paper3157/content.txt,8,0,8,1,25,7
paper3162,Data/paper3162/content.txt,8,0,8,0,25,3
paper3189,Data/paper3189/content.txt,8,0,8,3,36,10
paper3194,Data/paper3194/content.txt,8,0,8,1,30,6
paper320,Data/paper320/content.txt,8,0,8,4,35,4
paper3202,Data/paper3202/content.txt,8,0,8,4,30,6
paper3205,Data/paper3205/content.txt,8,0,8,2,32,8
paper3214,Data/paper3214/content.txt,8,0,8,3,33,9
paper3216,Data/paper3216/content.txt,8,0,8,3,34,4
paper322,Data/paper322/content.txt,8,0,8,2,29,7
paper3229,Data/paper3229/content.txt,8,0,8,2,29,6
paper3238,Data/paper3238/content.txt,8,0,8,3,24,2
paper3249,Data/paper3249/content.txt,8,0,8,0,34,4
paper325,Data/paper325/content.txt,8,0,8,5,26,4
paper3258,Data/paper3258/content.txt,8,0,8,1,28,5
paper326,Data/paper326/content.txt,8,0,8,2,34,3
paper3273,Data/paper3273/content.txt,0,8,0,0,0,0
paper3288,Data/paper3288/content.txt,8,0,8,3,38,5
paper3293,Data/paper3293/content.txt,8,0,8,5,23,1
paper3308,Data/paper3308/content.txt,8,0,8,1,35,7
paper3313,Data/paper3313/content.txt,8,0,4,2,9,3
paper3319,Data/paper3319/content.txt,8,0,8,0,39,3
paper3328,Data/paper3328/content.txt,8,0,8,1,27,1
paper3333,Data/paper3333/content.txt,8,0,8,0,38,10
paper3340,Data/paper3340/content.txt,8,0,8,2,32,5
paper3346,Data/paper3346/content.txt,8,0,2,2,6,1
paper3351,Data/paper3351/content.txt,8,0,8,2,25,3
paper3359,Data/paper3359/content.txt,8,0,8,3,24,3
paper336,Data/paper336/content.txt,8,0,8,2,36,11
paper337,Data/paper337/content.txt,8,0,8,0,22,4
paper3379,Data/paper3379/content.txt,8,0,8,1,33,4
paper3389,Data/paper3389/content.txt,8,0,8,0,34,7
paper342,Data/paper342/content.txt,8,0,8,0,29,11
paper347,Data/paper347/content.txt,8,0,8,1,27,17
paper35,Data/paper35/content.txt,8,0,8,6,27,5
paper350,Data/paper350/content.txt,8,0,8,0,29,11
paper358,Data/paper358/content.txt,8,0,8,1,28,4
paper379,Data/paper379/content.txt,8,0,7,3,19,3
paper38,Data/paper38/content.txt,8,0,8,4,26,3
paper382,Data/paper382/content.txt,8,0,7,3,23,4
paper390,Data/paper390/content.txt,8,0,8,0,25,3
paper398,Data/paper398/content.txt,8,0,8,5,19,2
paper404,Data/paper404/content.txt,8,0,8,0,28,6
paper425,Data/paper425/content.txt,8,0,8,4,29,6
paper43,Data/paper43/content.txt,8,0,8,0,29,2
paper431,Data/paper431/content.txt,8,0,7,0,30,4
paper432,Data/paper432/content.txt,8,0,8,4,31,8
paper447,Data/paper447/content.txt,8,0,8,1,26,2
paper450,Data/paper450/content.txt,0,8,0,0,0,0
paper451,Data/paper451/content.txt,8,0,8,2,24,4
paper452,Data/paper452/content.txt,8,0,8,0,37,17
paper459,Data/paper459/content.txt,8,0,7,3,29,16
paper460,Data/paper460/content.txt,8,0,8,3,26,5
paper463,Data/paper463/content.txt,8,0,7,0,34,20
paper473,Data/paper473/content.txt,0,8,0,0,0,0
paper475,Data/paper475/content.txt,8,0,8,1,32,4
paper483,Data/paper483/content.txt,8,0,7,0,20,0
paper498,Data/paper498/content.txt,8,0,8,0,29,6
paper509,Data/paper509/content.txt,8,0,7,6,21,5
paper510,Data/paper510/content.txt,8,0,8,1,32,2
paper514,Data/paper514/content.txt,8,0,8,1,30,7
paper519,Data/paper519/content.txt,8,0,8,5,32,5
paper524,Data/paper524/content.txt,8,0,8,6,29,2
paper528,Data/paper528/content.txt,8,0,8,0,30,9
paper529,Data/paper529/content.txt,8,0,8,1,32,3
paper530,Data/paper530/content.txt,8,0,8,0,33,5
paper534,Data/paper534/content.txt,8,0,8,1,34,11
paper54,Data/paper54/content.txt,8,0,5,5,10,3
paper555,Data/paper555/content.txt,8,0,8,1,27,2
paper556,Data/paper556/content.txt,8,0,8,5,31,10
paper568,Data/paper568/content.txt,8,0,8,1,31,11
paper569,Data/paper569/content.txt,8,0,8,0,30,11
paper575,Data/paper575/content.txt,8,0,8,2,34,5
paper576,Data/paper576/content.txt,8,0,8,0,25,3
paper583,Data/paper583/content.txt,8,0,8,0,40,12
paper584,Data/paper584/content.txt,8,0,8,0,35,10
paper590,Data/paper590/content.txt,8,0,0,0,0,0
paper6,Data/paper6/content.txt,0,8,0,0,0,0
paper609,Data/paper609/content.txt,0,8,0,0,0,0
paper63,Data/paper63/content.txt,8,0,8,0,31,3
paper630,Data/paper630/content.txt,8,0,8,3,25,7
paper637,Data/paper637/content.txt,8,0,8,4,26,2
paper64,Data/paper64/content.txt,8,0,8,3,36,7
paper658,Data/paper658/content.txt,8,0,8,1,26,2
paper659,Data/paper659/content.txt,8,0,8,1,29,5
paper671,Data/paper671/content.txt,8,0,7,2,29,12
paper68,Data/paper68/content.txt,8,0,8,0,30,4
paper697,Data/paper697/content.txt,8,0,8,3,30,3
paper699,Data/paper699/content.txt,8,0,8,3,26,2
paper7,Data/paper7/content.txt,8,0,8,4,41,8
paper705,Data/paper705/content.txt,8,0,8,4,31,5
paper708,Data/paper708/content.txt,8,0,8,5,27,3
paper710,Data/paper710/content.txt,8,0,7,3,33,9
paper72,Data/paper72/content.txt,8,0,8,2,25,8
paper724,Data/paper724/content.txt,8,0,8,2,26,5
paper726,Data/paper726/content.txt,8,0,8,0,37,9
paper731,Data/paper731/content.txt,8,0,8,2,34,6
paper75,Data/paper75/content.txt,8,0,8,1,34,5
paper755,Data/paper755/content.txt,8,0,8,0,27,3
paper761,Data/paper761/content.txt,8,0,8,1,33,11
paper764,Data/paper764/content.txt,8,0,8,3,27,2
paper768,Data/paper768/content.txt,8,0,8,4,34,4
paper769,Data/paper769/content.txt,8,0,8,3,37,7
paper770,Data/paper770/content.txt,8,0,8,2,28,2
paper773,Data/paper773/content.txt,8,0,8,0,46,6
paper780,Data/paper780/content.txt,8,0,8,5,23,5
paper785,Data/paper785/content.txt,8,0,8,1,34,3
paper789,Data/paper789/content.txt,8,0,8,0,33,4
paper793,Data/paper793/content.txt,8,0,8,0,40,8
paper8,Data/paper8/content.txt,8,0,8,1,39,5
paper812,Data/paper812/content.txt,8,0,8,0,36,5
paper814,Data/paper814/content.txt,8,0,8,0,29,3
paper819,Data/paper819/content.txt,8,0,8,2,28,3
paper823,Data/paper823/content.txt,8,0,8,2,33,6
paper825,Data/paper825/content.txt,8,0,8,0,32,7
paper829,Data/paper829/content.txt,8,0,8,5,23,1
paper833,Data/paper833/content.txt,8,0,8,3,30,2
paper836,Data/paper836/content.txt,8,0,7,5,22,3
paper837,Data/paper837/content.txt,8,0,8,1,38,8
paper854,Data/paper854/content.txt,8,0,8,1,39,5
paper859,Data/paper859/content.txt,8,0,8,4,31,8
