dataset,paper_id,content_path,non_empty_extractions,non_empty_extractions_evaluable,grounded_extractions,sentence_grounded_count,paraphrased_evidence,missing_evidence,empty_evidence,evidence_not_found,non_empty_extractions_without_source_text
qwen3_8b_direct,paper1988,Data/paper1988/content.txt,8,8,4,2,0,0,0,4,0
qwen3_8b_direct,paper1997,Data/paper1997/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2021,Data/paper2021/content.txt,8,8,1,4,0,0,0,7,0
qwen3_8b_direct,paper2038,Data/paper2038/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper2106,Data/paper2106/content.txt,8,8,0,3,0,0,0,8,0
qwen3_8b_direct,paper214,Data/paper214/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper2151,Data/paper2151/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper216,Data/paper216/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper2325,Data/paper2325/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper233,Data/paper233/content.txt,8,8,5,1,0,0,0,3,0
qwen3_8b_direct,paper2348,Data/paper2348/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2386,Data/paper2386/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper2388,Data/paper2388/content.txt,8,8,0,8,0,0,0,8,0
qwen3_8b_direct,paper2399,Data/paper2399/content.txt,8,8,7,1,0,0,0,1,0
qwen3_8b_direct,paper242,Data/paper242/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper2424,Data/paper2424/content.txt,5,5,3,0,0,0,0,2,0
qwen3_8b_direct,paper245,Data/paper245/content.txt,8,8,3,4,0,0,0,5,0
qwen3_8b_direct,paper2462,Data/paper2462/content.txt,7,7,1,2,0,0,0,6,0
qwen3_8b_direct,paper248,Data/paper248/content.txt,8,8,0,2,0,0,0,8,0
qwen3_8b_direct,paper2511,Data/paper2511/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2548,Data/paper2548/content.txt,7,7,1,6,0,0,0,6,0
qwen3_8b_direct,paper257,Data/paper257/content.txt,7,7,3,4,0,0,0,4,0
qwen3_8b_direct,paper2581,Data/paper2581/content.txt,8,8,0,1,0,0,0,8,0
qwen3_8b_direct,paper2592,Data/paper2592/content.txt,8,8,4,4,0,0,0,4,0
qwen3_8b_direct,paper2593,Data/paper2593/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper2624,Data/paper2624/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2626,Data/paper2626/content.txt,8,8,0,5,0,0,0,8,0
qwen3_8b_direct,paper2679,Data/paper2679/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper2736,Data/paper2736/content.txt,7,7,1,0,0,0,0,6,0
qwen3_8b_direct,paper2752,Data/paper2752/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper2767,Data/paper2767/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper2791,Data/paper2791/content.txt,0,0,0,0,0,0,0,0,0
qwen3_8b_direct,paper2847,Data/paper2847/content.txt,8,8,2,4,0,0,0,6,0
qwen3_8b_direct,paper2898,Data/paper2898/content.txt,8,8,0,7,0,0,0,8,0
qwen3_8b_direct,paper2914,Data/paper2914/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper3016,Data/paper3016/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper3096,Data/paper3096/content.txt,8,8,0,4,0,0,0,8,0
qwen3_8b_direct,paper3098,Data/paper3098/content.txt,7,7,1,4,0,0,0,6,0
qwen3_8b_direct,paper3155,Data/paper3155/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper3162,Data/paper3162/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper3205,Data/paper3205/content.txt,8,8,2,3,0,0,0,6,0
qwen3_8b_direct,paper3216,Data/paper3216/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper3229,Data/paper3229/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper325,Data/paper325/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper3288,Data/paper3288/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper3351,Data/paper3351/content.txt,8,8,2,5,0,0,0,6,0
qwen3_8b_direct,paper337,Data/paper337/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper3379,Data/paper3379/content.txt,8,8,1,3,0,0,0,7,0
qwen3_8b_direct,paper382,Data/paper382/content.txt,7,7,3,1,0,0,0,4,0
qwen3_8b_direct,paper398,Data/paper398/content.txt,8,8,5,2,0,0,0,3,0
qwen3_8b_direct,paper404,Data/paper404/content.txt,8,8,0,0,0,0,0,8,0
qwen3_8b_direct,paper463,Data/paper463/content.txt,7,7,0,3,0,0,0,7,0
qwen3_8b_direct,paper524,Data/paper524/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper568,Data/paper568/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper659,Data/paper659/content.txt,8,8,1,2,0,0,0,7,0
qwen3_8b_direct,paper671,Data/paper671/content.txt,7,7,2,5,0,0,0,5,0
qwen3_8b_direct,paper699,Data/paper699/content.txt,8,8,3,2,0,0,0,5,0
qwen3_8b_direct,paper7,Data/paper7/content.txt,8,8,4,3,0,0,0,4,0
qwen3_8b_direct,paper780,Data/paper780/content.txt,8,8,5,3,0,0,0,3,0
qwen3_8b_direct,paper8,Data/paper8/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper837,Data/paper837/content.txt,8,8,1,6,0,0,0,7,0
qwen3_8b_direct,paper854,Data/paper854/content.txt,8,8,1,5,0,0,0,7,0
qwen3_8b_direct,paper863,Data/paper863/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper883,Data/paper883/content.txt,8,8,6,1,0,0,0,2,0
qwen3_8b_direct,paper884,Data/paper884/content.txt,8,8,3,5,0,0,0,5,0
qwen3_8b_direct,paper894,Data/paper894/content.txt,8,8,2,6,0,0,0,6,0
qwen3_8b_direct,paper926,Data/paper926/content.txt,8,8,0,8,0,0,0,8,0
qwen3_8b_direct,paper964,Data/paper964/content.txt,8,8,6,2,0,0,0,2,0
qwen3_8b_direct,paper97,Data/paper97/content.txt,1,1,1,0,0,0,0,0,0
qwen3_8b_direct,paper990,Data/paper990/content.txt,8,8,3,3,0,0,0,5,0
